window_type, window_start, trigger_ts, num_flights, latency_ms, throughput_rps
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 2095, 85, 0.0831349206
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 2095, 87, 0.0831349206
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 2095, 91, 0.0831349206
6h, 2025-01-01 02:00:00, 2025-01-01 08:00:00, 2514, 167, 0.1163888889
global, 2025-01-01 00:00:00, 2025-01-01 08:00:00, 3049, 49, 0.1058680556
1h, 2025-01-01 07:00:00, 2025-01-01 08:00:00, 1063, 164, 0.2952777778
6h, 2025-01-01 04:00:00, 2025-01-01 10:00:00, 4664, 78, 0.2159259259
global, 2025-01-01 00:00:00, 2025-01-01 10:00:00, 4929, 30, 0.1369166667
1h, 2025-01-01 08:00:00, 2025-01-01 09:00:00, 1168, 253, 0.3244444444
1h, 2025-01-01 09:00:00, 2025-01-01 10:00:00, 992, 74, 0.2755555556
6h, 2025-01-01 01:00:00, 2025-01-01 07:00:00, 1459, 193, 0.0675462963
6h, 2025-01-01 03:00:00, 2025-01-01 09:00:00, 3676, 255, 0.1701851852
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 2095, 75, 0.0831349206
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 2095, 86, 0.0831349206
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 2095, 89, 0.0831349206
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 2095, 93, 0.0831349206
global, 2025-01-01 00:00:00, 2025-01-01 10:00:00, 4929, 27, 0.1369166667
1h, 2025-01-01 10:00:00, 2025-01-01 11:00:00, 1016, 271, 0.2822222222
6h, 2025-01-01 05:00:00, 2025-01-01 11:00:00, 5677, 269, 0.2628240741
global, 2025-01-01 00:00:00, 2025-01-01 11:00:00, 6392, 85, 0.1614141414
1h, 2025-01-01 11:00:00, 2025-01-01 12:00:00, 1148, 309, 0.3188888889
6h, 2025-01-01 07:00:00, 2025-01-01 13:00:00, 6430, 74, 0.2976851852
6h, 2025-01-01 06:00:00, 2025-01-01 12:00:00, 6425, 316, 0.2974537037
1h, 2025-01-01 12:00:00, 2025-01-01 13:00:00, 1043, 69, 0.2897222222
global, 2025-01-01 00:00:00, 2025-01-01 12:00:00, 7182, 237, 0.1662500000
global, 2025-01-01 00:00:00, 2025-01-01 14:00:00, 9015, 45, 0.1788690476
1h, 2025-01-01 13:00:00, 2025-01-01 14:00:00, 1023, 256, 0.2841666667
1h, 2025-01-01 14:00:00, 2025-01-01 15:00:00, 1055, 91, 0.2930555556
6h, 2025-01-01 09:00:00, 2025-01-01 15:00:00, 6277, 95, 0.2906018519
global, 2025-01-01 00:00:00, 2025-01-01 15:00:00, 10323, 46, 0.1911666667
6h, 2025-01-01 08:00:00, 2025-01-01 14:00:00, 6390, 258, 0.2958333333
global, 2025-01-01 00:00:00, 2025-01-01 15:00:00, 10323, 43, 0.1911666667
6h, 2025-01-01 10:00:00, 2025-01-01 16:00:00, 6244, 155, 0.2890740741
global, 2025-01-01 00:00:00, 2025-01-01 16:00:00, 11627, 36, 0.2018576389
1h, 2025-01-01 15:00:00, 2025-01-01 16:00:00, 959, 153, 0.2663888889
1h, 2025-01-01 16:00:00, 2025-01-01 17:00:00, 1043, 204, 0.2897222222
6h, 2025-01-01 11:00:00, 2025-01-01 17:00:00, 6271, 205, 0.2903240741
global, 2025-01-01 00:00:00, 2025-01-01 17:00:00, 12829, 68, 0.2096241830
6h, 2025-01-01 13:00:00, 2025-01-01 19:00:00, 6160, 79, 0.2851851852
1h, 2025-01-01 17:00:00, 2025-01-01 18:00:00, 1034, 221, 0.2872222222
global, 2025-01-01 00:00:00, 2025-01-01 19:00:00, 14308, 49, 0.2091812865
1h, 2025-01-01 18:00:00, 2025-01-01 19:00:00, 1046, 78, 0.2905555556
global, 2025-01-01 00:00:00, 2025-01-01 19:00:00, 14308, 48, 0.2091812865
6h, 2025-01-01 12:00:00, 2025-01-01 18:00:00, 6157, 222, 0.2850462963
1h, 2025-01-01 19:00:00, 2025-01-01 20:00:00, 888, 164, 0.2466666667
6h, 2025-01-01 14:00:00, 2025-01-01 20:00:00, 6025, 165, 0.2789351852
global, 2025-01-01 00:00:00, 2025-01-01 20:00:00, 15726, 47, 0.2184166667
1h, 2025-01-01 22:00:00, 2025-01-01 23:00:00, 362, 112, 0.1005555556
1h, 2025-01-01 20:00:00, 2025-01-01 21:00:00, 797, 222, 0.2213888889
1h, 2025-01-01 21:00:00, 2025-01-01 22:00:00, 482, 153, 0.1338888889
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17113, 32, 0.1639176245
6h, 2025-01-01 15:00:00, 2025-01-01 21:00:00, 5767, 222, 0.2669907407
6h, 2025-01-01 17:00:00, 2025-01-01 23:00:00, 4609, 118, 0.2133796296
6h, 2025-01-01 19:00:00, 2025-01-02 01:00:00, 2731, 91, 0.1264351852
6h, 2025-01-01 21:00:00, 2025-01-02 03:00:00, 1064, 88, 0.0492592593
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17113, 38, 0.1639176245
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17113, 43, 0.1639176245
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17113, 46, 0.1639176245
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17113, 50, 0.1639176245
6h, 2025-01-01 16:00:00, 2025-01-01 22:00:00, 5290, 159, 0.2449074074
6h, 2025-01-01 18:00:00, 2025-01-02 00:00:00, 3739, 94, 0.1731018519
6h, 2025-01-01 20:00:00, 2025-01-02 02:00:00, 1855, 89, 0.0858796296
6h, 2025-01-01 22:00:00, 2025-01-02 04:00:00, 587, 88, 0.0271759259
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17113, 35, 0.1639176245
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17113, 40, 0.1639176245
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17113, 44, 0.1639176245
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17113, 48, 0.1639176245
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 18194, 25, 0.1684629630
6h, 2025-01-02 01:00:00, 2025-01-02 07:00:00, 2063, 130, 0.0955092593
1h, 2025-01-02 06:00:00, 2025-01-02 07:00:00, 1326, 129, 0.3683333333
global, 2025-01-01 00:00:00, 2025-01-02 07:00:00, 19354, 54, 0.1734229391
1h, 2025-01-02 07:00:00, 2025-01-02 08:00:00, 1328, 160, 0.3688888889
6h, 2025-01-02 02:00:00, 2025-01-02 08:00:00, 3379, 160, 0.1564351852
global, 2025-01-01 00:00:00, 2025-01-02 08:00:00, 20512, 111, 0.1780555556
6h, 2025-01-02 03:00:00, 2025-01-02 09:00:00, 4659, 89, 0.2156944444
1h, 2025-01-02 08:00:00, 2025-01-02 09:00:00, 1286, 89, 0.3572222222
global, 2025-01-01 00:00:00, 2025-01-02 09:00:00, 21841, 20, 0.1838468013
6h, 2025-01-02 04:00:00, 2025-01-02 10:00:00, 5720, 147, 0.2648148148
global, 2025-01-01 00:00:00, 2025-01-02 10:00:00, 22949, 86, 0.1874918301
1h, 2025-01-02 09:00:00, 2025-01-02 10:00:00, 1066, 148, 0.2961111111
6h, 2025-01-02 05:00:00, 2025-01-02 11:00:00, 6833, 100, 0.3163425926
1h, 2025-01-02 10:00:00, 2025-01-02 11:00:00, 1117, 99, 0.3102777778
1h, 2025-01-02 11:00:00, 2025-01-02 12:00:00, 1188, 106, 0.3300000000
global, 2025-01-01 00:00:00, 2025-01-02 12:00:00, 25140, 66, 0.1939814815
6h, 2025-01-02 06:00:00, 2025-01-02 12:00:00, 7311, 106, 0.3384722222
global, 2025-01-01 00:00:00, 2025-01-02 12:00:00, 25140, 68, 0.1939814815
6h, 2025-01-02 07:00:00, 2025-01-02 13:00:00, 7137, 132, 0.3304166667
1h, 2025-01-02 12:00:00, 2025-01-02 13:00:00, 1152, 132, 0.3200000000
global, 2025-01-01 00:00:00, 2025-01-02 13:00:00, 26424, 66, 0.1983783784
1h, 2025-01-02 13:00:00, 2025-01-02 14:00:00, 1074, 176, 0.2983333333
6h, 2025-01-02 08:00:00, 2025-01-02 14:00:00, 6883, 177, 0.3186574074
global, 2025-01-01 00:00:00, 2025-01-02 14:00:00, 27889, 60, 0.2038669591
global, 2025-01-01 00:00:00, 2025-01-02 16:00:00, 29351, 37, 0.2038263889
1h, 2025-01-02 14:00:00, 2025-01-02 15:00:00, 1094, 187, 0.3038888889
6h, 2025-01-02 09:00:00, 2025-01-02 15:00:00, 6691, 187, 0.3097685185
6h, 2025-01-02 10:00:00, 2025-01-02 16:00:00, 6734, 231, 0.3117592593
1h, 2025-01-02 16:00:00, 2025-01-02 17:00:00, 1105, 79, 0.3069444444
6h, 2025-01-02 11:00:00, 2025-01-02 17:00:00, 6722, 80, 0.3112037037
1h, 2025-01-02 15:00:00, 2025-01-02 16:00:00, 1109, 231, 0.3080555556
global, 2025-01-01 00:00:00, 2025-01-02 17:00:00, 30864, 25, 0.2091056911
global, 2025-01-01 00:00:00, 2025-01-02 17:00:00, 30864, 23, 0.2091056911
1h, 2025-01-02 17:00:00, 2025-01-02 18:00:00, 1137, 163, 0.3158333333
6h, 2025-01-02 12:00:00, 2025-01-02 18:00:00, 6671, 164, 0.3088425926
global, 2025-01-01 00:00:00, 2025-01-02 18:00:00, 32315, 59, 0.2137235450
1h, 2025-01-02 18:00:00, 2025-01-02 19:00:00, 1209, 205, 0.3358333333
6h, 2025-01-02 13:00:00, 2025-01-02 19:00:00, 6728, 206, 0.3114814815
global, 2025-01-01 00:00:00, 2025-01-02 19:00:00, 33707, 70, 0.2177454780
1h, 2025-01-02 19:00:00, 2025-01-02 20:00:00, 1026, 242, 0.2850000000
6h, 2025-01-02 15:00:00, 2025-01-02 21:00:00, 6546, 126, 0.3030555556
global, 2025-01-01 00:00:00, 2025-01-02 21:00:00, 35347, 45, 0.2181913580
6h, 2025-01-02 14:00:00, 2025-01-02 20:00:00, 6680, 243, 0.3092592593
global, 2025-01-01 00:00:00, 2025-01-02 21:00:00, 35347, 43, 0.2181913580
1h, 2025-01-02 20:00:00, 2025-01-02 21:00:00, 960, 124, 0.2666666667
1h, 2025-01-02 21:00:00, 2025-01-02 22:00:00, 717, 198, 0.1991666667
1h, 2025-01-02 22:00:00, 2025-01-02 23:00:00, 569, 117, 0.1580555556
6h, 2025-01-02 17:00:00, 2025-01-02 23:00:00, 5618, 119, 0.2600925926
6h, 2025-01-02 19:00:00, 2025-01-03 01:00:00, 3505, 97, 0.1622685185
6h, 2025-01-02 21:00:00, 2025-01-03 03:00:00, 1538, 96, 0.0712037037
