timestamp_epoch,timestamp_iso,job_id,source_records_out_per_sec,filter_records_out_per_sec,source_busy_ms_per_sec,source_backpressure_ms_per_sec,source_idle_ms_per_sec,window_records_in_per_sec,window_records_out_per_sec,sink_csv_records_in_per_sec,window_busy_ms_per_sec,window_backpressure_ms_per_sec,window_idle_ms_per_sec
1782985640,2026-07-02T09:47:20Z,41fe0633599919c094a7ee84e1d2c403,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0,1000.0000,0.0000,0.0000
1782985646,2026-07-02T09:47:26Z,41fe0633599919c094a7ee84e1d2c403,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0,1000.0000,0.0000,0.0000
1782985651,2026-07-02T09:47:31Z,41fe0633599919c094a7ee84e1d2c403,25.6333,15.1333,0.0000,0.0000,1000.0000,3.0000,0.1333,0.0,0.0000,0.0000,1000.0000
1782985657,2026-07-02T09:47:37Z,41fe0633599919c094a7ee84e1d2c403,25.6333,15.1333,0.0000,0.0000,1000.0000,3.0000,0.1333,0.0,0.0000,0.0000,1000.0000
1782985663,2026-07-02T09:47:43Z,41fe0633599919c094a7ee84e1d2c403,1418.2167,834.2500,0.0000,0.0000,1000.0000,1693.2333,12.3667,0.0,0.0000,0.0000,1000.0000
1782985668,2026-07-02T09:47:48Z,41fe0633599919c094a7ee84e1d2c403,1418.2167,834.2500,0.0000,0.0000,1000.0000,1693.2333,12.3667,0.0,0.0000,0.0000,1000.0000
1782985674,2026-07-02T09:47:54Z,41fe0633599919c094a7ee84e1d2c403,2895.5000,1699.9333,0.0000,0.0000,1000.0000,3450.9333,25.8333,0.0,0.0000,0.0000,1000.0000
1782985680,2026-07-02T09:48:00Z,41fe0633599919c094a7ee84e1d2c403,2895.5000,1699.9333,0.0000,0.0000,1000.0000,3450.9333,25.8333,0.0,0.0000,0.0000,1000.0000
1782985685,2026-07-02T09:48:05Z,41fe0633599919c094a7ee84e1d2c403,4356.6333,2563.9667,0.0000,0.0000,1000.0000,5197.7333,39.7667,0.0,0.0000,0.0000,1000.0000
1782985691,2026-07-02T09:48:11Z,41fe0633599919c094a7ee84e1d2c403,4356.6333,2563.9667,0.0000,0.0000,1000.0000,5197.7333,39.7667,0.0,0.0000,0.0000,1000.0000
1782985696,2026-07-02T09:48:16Z,41fe0633599919c094a7ee84e1d2c403,6613.7667,3903.5833,0.0000,0.0000,1000.0000,7923.9000,61.1333,0.0,0.0000,0.0000,1000.0000
1782985702,2026-07-02T09:48:22Z,41fe0633599919c094a7ee84e1d2c403,6613.7667,3903.5833,0.0000,0.0000,1000.0000,7923.9000,61.1333,0.0,0.0000,0.0000,1000.0000
1782985708,2026-07-02T09:48:28Z,41fe0633599919c094a7ee84e1d2c403,8125.7333,4794.8500,29.0000,0.0000,971.0000,9740.1667,75.2333,0.0,59.0000,0.0000,941.0000
1782985713,2026-07-02T09:48:33Z,41fe0633599919c094a7ee84e1d2c403,8125.7333,4794.8500,29.0000,0.0000,971.0000,9740.1667,75.2333,0.0,59.0000,0.0000,941.0000
1782985719,2026-07-02T09:48:39Z,41fe0633599919c094a7ee84e1d2c403,8943.3000,5277.0167,30.0000,0.0000,970.0000,10708.8000,83.3000,0.0,76.0000,0.0000,924.0000
1782985725,2026-07-02T09:48:45Z,41fe0633599919c094a7ee84e1d2c403,8943.3000,5277.0167,30.0000,0.0000,970.0000,10708.8000,83.3000,0.0,76.0000,0.0000,924.0000
1782985730,2026-07-02T09:48:50Z,41fe0633599919c094a7ee84e1d2c403,8969.2167,5307.8667,30.0000,0.0000,970.0000,10780.5667,83.7667,0.0,75.0000,0.0000,925.0000
1782985736,2026-07-02T09:48:56Z,41fe0633599919c094a7ee84e1d2c403,8969.2167,5307.8667,30.0000,0.0000,970.0000,10780.5667,83.7667,0.0,75.0000,0.0000,925.0000
1782985741,2026-07-02T09:49:01Z,41fe0633599919c094a7ee84e1d2c403,9017.8167,5339.2667,30.0000,0.0000,970.0000,10847.8333,83.7333,0.0,74.0000,0.0000,926.0000
1782985747,2026-07-02T09:49:07Z,41fe0633599919c094a7ee84e1d2c403,9017.8167,5339.2667,30.0000,0.0000,970.0000,10847.8333,83.7333,0.0,74.0000,0.0000,926.0000
