timestamp_epoch,timestamp_iso,job_id,source_records_out_per_sec,filter_records_out_per_sec,source_busy_ms_per_sec,source_backpressure_ms_per_sec,source_idle_ms_per_sec,win1h_records_in_per_sec,win1h_records_out_per_sec,win1h_busy_ms_per_sec,win1h_backpressure_ms_per_sec,win1h_idle_ms_per_sec,win6h_records_in_per_sec,win6h_records_out_per_sec,win6h_busy_ms_per_sec,win6h_backpressure_ms_per_sec,win6h_idle_ms_per_sec,winglobal_records_in_per_sec,winglobal_records_out_per_sec,winglobal_busy_ms_per_sec,winglobal_backpressure_ms_per_sec,winglobal_idle_ms_per_sec
1782977949,2026-07-02T07:39:09Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0,0.0,1000.0,0,0,0.0,0.0,1000.0,0,0,0.0,0.0,1000.0,0,0
1782977954,2026-07-02T07:39:14Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0,0.0,1000.0,0,0,0.0,0.0,1000.0,0,0,0.0,0.0,1000.0,0,0
1782977959,2026-07-02T07:39:20Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0,0.0,0.0,0,1000,0.0,0.0,0.0,0,1000,0.0,0.0,0.0,0,1000
1782977965,2026-07-02T07:39:25Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0,0.0,0.0,0,1000,0.0,0.0,0.0,0,1000,0.0,0.0,0.0,0,1000
1782977971,2026-07-02T07:39:31Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,1072.5833,0.0000,0.0000,1000.0000,1072.5833333333333,6.366666666666666,0.0,0,1000,1070.3333333333333,11.766666666666667,0.0,0,1000,1070.3333333333333,13.166666666666666,0.0,0,1000
1782977976,2026-07-02T07:39:36Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,1072.5833,0.0000,0.0000,1000.0000,1072.5833333333333,6.366666666666666,0.0,0,1000,1070.3333333333333,11.766666666666667,0.0,0,1000,1070.3333333333333,13.166666666666666,0.0,0,1000
1782977982,2026-07-02T07:39:42Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,2384.5833,0.0000,0.0000,1000.0000,2381.4666666666667,14.25,0.0,0,1000,2381.4666666666667,28.65,0.0,0,1000,2384.5833333333335,32.333333333333336,0.0,0,1000
1782977987,2026-07-02T07:39:47Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,2384.5833,0.0000,0.0000,1000.0000,2381.4666666666667,14.25,0.0,0,1000,2381.4666666666667,28.65,0.0,0,1000,2384.5833333333335,32.333333333333336,0.0,0,1000
1782977993,2026-07-02T07:39:53Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,4254.0000,0.0000,0.0000,1000.0000,4247.183333333333,25.05,0.0,0,1000,4247.183333333333,52.7,0.0,0,1000,4241.55,59.666666666666664,0.0,0,1000
1782977998,2026-07-02T07:39:58Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,4254.0000,0.0000,0.0000,1000.0000,4247.183333333333,25.05,0.0,0,1000,4247.183333333333,52.7,0.0,0,1000,4241.55,59.666666666666664,0.0,0,1000
1782978004,2026-07-02T07:40:04Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,5624.2500,0.0000,0.0000,1000.0000,5619.95,33.166666666666664,0.0,0,1000,5619.95,68.6,0.0,0,1000,5619.95,78.33333333333333,11.0,0,989
1782978009,2026-07-02T07:40:09Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,5624.2500,0.0000,0.0000,1000.0000,5619.95,33.166666666666664,0.0,0,1000,5619.95,68.6,0.0,0,1000,5619.95,78.33333333333333,11.0,0,989
1782978015,2026-07-02T07:40:15Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,6934.9333,30.0000,0.0000,1000.0000,6932.05,40.9,0.0,0,1000,6932.05,85.55,0.0,0,1000,6925.75,97.83333333333333,101.0,0,899
1782978020,2026-07-02T07:40:20Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,6934.9333,30.0000,0.0000,1000.0000,6932.05,40.9,0.0,0,1000,6932.05,85.55,0.0,0,1000,6925.75,97.83333333333333,101.0,0,899
1782978026,2026-07-02T07:40:26Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,7898.7167,35.0000,0.0000,1000.0000,7898.666666666667,46.516666666666666,7.0,0,993,7899.733333333334,98.03333333333333,18.0,0,982,7901.45,112.66666666666667,178.0,0,822
1782978031,2026-07-02T07:40:31Z,009c90ec5d932ba5b1af3fe52922cbe4,0.0000,7898.7167,35.0000,0.0000,1000.0000,7898.666666666667,46.516666666666666,7.0,0,993,7899.733333333334,98.03333333333333,18.0,0,982,7901.45,112.66666666666667,178.0,0,822
