window_type, window_start, trigger_ts, num_flights, latency_ms, throughput_rps
6h, 2025-01-03 21:00:00, 2025-01-04 03:00:00, 1471, 136, 0.0681018519
6h, 2025-01-03 23:00:00, 2025-01-04 05:00:00, 249, 135, 0.0115277778
global, 2025-01-01 00:00:00, 2025-01-04 06:00:00, 56421, 42, 0.2009294872
global, 2025-01-01 00:00:00, 2025-01-04 06:00:00, 56421, 49, 0.2009294872
global, 2025-01-01 00:00:00, 2025-01-04 06:00:00, 56421, 45, 0.2009294872
1h, 2025-01-04 06:00:00, 2025-01-04 07:00:00, 1264, 111, 0.3511111111
global, 2025-01-01 00:00:00, 2025-01-04 07:00:00, 57960, 45, 0.2037974684
6h, 2025-01-04 01:00:00, 2025-01-04 07:00:00, 2007, 116, 0.0929166667
global, 2025-01-01 00:00:00, 2025-01-04 07:00:00, 57960, 48, 0.2037974684
global, 2025-01-01 00:00:00, 2025-01-04 08:00:00, 59466, 37, 0.2064791667
1h, 2025-01-04 07:00:00, 2025-01-04 08:00:00, 1280, 131, 0.3555555556
6h, 2025-01-04 02:00:00, 2025-01-04 08:00:00, 3274, 132, 0.1515740741
1h, 2025-01-04 08:00:00, 2025-01-04 09:00:00, 1157, 173, 0.3213888889
global, 2025-01-01 00:00:00, 2025-01-04 10:00:00, 60993, 34, 0.2066158537
6h, 2025-01-04 03:00:00, 2025-01-04 09:00:00, 4425, 178, 0.2048611111
1h, 2025-01-04 10:00:00, 2025-01-04 11:00:00, 992, 100, 0.2755555556
1h, 2025-01-04 09:00:00, 2025-01-04 10:00:00, 1018, 239, 0.2827777778
global, 2025-01-01 00:00:00, 2025-01-04 11:00:00, 62490, 31, 0.2091365462
6h, 2025-01-04 05:00:00, 2025-01-04 11:00:00, 6426, 105, 0.2975000000
6h, 2025-01-04 04:00:00, 2025-01-04 10:00:00, 5439, 244, 0.2518055556
global, 2025-01-01 00:00:00, 2025-01-04 11:00:00, 62490, 35, 0.2091365462
1h, 2025-01-04 11:00:00, 2025-01-04 12:00:00, 1141, 156, 0.3169444444
global, 2025-01-01 00:00:00, 2025-01-04 12:00:00, 63928, 43, 0.2114021164
6h, 2025-01-04 06:00:00, 2025-01-04 12:00:00, 6852, 161, 0.3172222222
1h, 2025-01-04 13:00:00, 2025-01-04 14:00:00, 1004, 69, 0.2788888889
1h, 2025-01-04 12:00:00, 2025-01-04 13:00:00, 1010, 216, 0.2805555556
global, 2025-01-01 00:00:00, 2025-01-04 14:00:00, 65313, 40, 0.2109593023
6h, 2025-01-04 07:00:00, 2025-01-04 13:00:00, 6598, 221, 0.3054629630
6h, 2025-01-04 08:00:00, 2025-01-04 14:00:00, 6322, 74, 0.2926851852
global, 2025-01-01 00:00:00, 2025-01-04 14:00:00, 65313, 45, 0.2109593023
1h, 2025-01-04 14:00:00, 2025-01-04 15:00:00, 1033, 121, 0.2869444444
global, 2025-01-01 00:00:00, 2025-01-04 15:00:00, 66654, 36, 0.2128160920
6h, 2025-01-04 09:00:00, 2025-01-04 15:00:00, 6198, 126, 0.2869444444
global, 2025-01-01 00:00:00, 2025-01-04 16:00:00, 67896, 56, 0.2143181818
6h, 2025-01-04 10:00:00, 2025-01-04 16:00:00, 6224, 155, 0.2881481481
1h, 2025-01-04 15:00:00, 2025-01-04 16:00:00, 1044, 154, 0.2900000000
1h, 2025-01-04 16:00:00, 2025-01-04 17:00:00, 1036, 212, 0.2877777778
global, 2025-01-01 00:00:00, 2025-01-04 18:00:00, 69330, 44, 0.2139814815
6h, 2025-01-04 11:00:00, 2025-01-04 17:00:00, 6268, 217, 0.2901851852
1h, 2025-01-04 18:00:00, 2025-01-04 19:00:00, 1134, 86, 0.3150000000
1h, 2025-01-04 17:00:00, 2025-01-04 18:00:00, 1057, 250, 0.2936111111
global, 2025-01-01 00:00:00, 2025-01-04 19:00:00, 70743, 40, 0.2159432234
6h, 2025-01-04 13:00:00, 2025-01-04 19:00:00, 6308, 91, 0.2920370370
global, 2025-01-01 00:00:00, 2025-01-04 19:00:00, 70743, 45, 0.2159432234
6h, 2025-01-04 12:00:00, 2025-01-04 18:00:00, 6184, 254, 0.2862962963
1h, 2025-01-04 19:00:00, 2025-01-04 20:00:00, 997, 144, 0.2769444444
global, 2025-01-01 00:00:00, 2025-01-04 20:00:00, 72071, 39, 0.2176056763
6h, 2025-01-04 14:00:00, 2025-01-04 20:00:00, 6301, 148, 0.2917129630
1h, 2025-01-04 20:00:00, 2025-01-04 21:00:00, 917, 186, 0.2547222222
6h, 2025-01-04 15:00:00, 2025-01-04 21:00:00, 6185, 187, 0.2863425926
1h, 2025-01-04 21:00:00, 2025-01-04 22:00:00, 687, 73, 0.1908333333
global, 2025-01-01 00:00:00, 2025-01-04 22:00:00, 73214, 31, 0.2163534279
6h, 2025-01-04 16:00:00, 2025-01-04 22:00:00, 5828, 74, 0.2698148148
global, 2025-01-01 00:00:00, 2025-01-04 22:00:00, 73214, 37, 0.2163534279
6h, 2025-01-04 17:00:00, 2025-01-04 23:00:00, 5309, 149, 0.2457870370
6h, 2025-01-04 19:00:00, 2025-01-05 01:00:00, 3347, 83, 0.1549537037
6h, 2025-01-04 21:00:00, 2025-01-05 03:00:00, 1450, 81, 0.0671296296
6h, 2025-01-04 23:00:00, 2025-01-05 05:00:00, 255, 79, 0.0118055556
1h, 2025-01-04 22:00:00, 2025-01-04 23:00:00, 517, 148, 0.1436111111
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 74040, 34, 0.2036303630
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 74040, 44, 0.2036303630
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 74040, 39, 0.2036303630
6h, 2025-01-04 18:00:00, 2025-01-05 00:00:00, 4439, 96, 0.2055092593
6h, 2025-01-04 20:00:00, 2025-01-05 02:00:00, 2361, 82, 0.1093055556
6h, 2025-01-04 22:00:00, 2025-01-05 04:00:00, 768, 81, 0.0355555556
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 74040, 56, 0.2036303630
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 74040, 66, 0.2036303630
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 74040, 50, 0.2036303630
global, 2025-01-01 00:00:00, 2025-01-05 05:00:00, 74040, 61, 0.2036303630
global, 2025-01-01 00:00:00, 2025-01-05 06:00:00, 75200, 45, 0.2047930283
1h, 2025-01-05 06:00:00, 2025-01-05 07:00:00, 1261, 115, 0.3502777778
6h, 2025-01-05 01:00:00, 2025-01-05 07:00:00, 1957, 119, 0.0906018519
1h, 2025-01-05 07:00:00, 2025-01-05 08:00:00, 1256, 102, 0.3488888889
global, 2025-01-01 00:00:00, 2025-01-05 08:00:00, 77418, 36, 0.2067788462
6h, 2025-01-05 02:00:00, 2025-01-05 08:00:00, 3202, 107, 0.1482407407
global, 2025-01-01 00:00:00, 2025-01-05 08:00:00, 77418, 42, 0.2067788462
6h, 2025-01-05 03:00:00, 2025-01-05 09:00:00, 4437, 90, 0.2054166667
1h, 2025-01-05 08:00:00, 2025-01-05 09:00:00, 1241, 89, 0.3447222222
global, 2025-01-01 00:00:00, 2025-01-05 09:00:00, 78632, 30, 0.2080211640
1h, 2025-01-05 09:00:00, 2025-01-05 10:00:00, 1012, 159, 0.2811111111
6h, 2025-01-05 04:00:00, 2025-01-05 10:00:00, 5444, 160, 0.2520370370
global, 2025-01-01 00:00:00, 2025-01-05 10:00:00, 79986, 30, 0.2096069182
1h, 2025-01-05 10:00:00, 2025-01-05 11:00:00, 1057, 206, 0.2936111111
1h, 2025-01-05 11:00:00, 2025-01-05 12:00:00, 1146, 57, 0.3183333333
global, 2025-01-01 00:00:00, 2025-01-05 12:00:00, 81591, 37, 0.2098533951
6h, 2025-01-05 05:00:00, 2025-01-05 11:00:00, 6497, 211, 0.3007870370
6h, 2025-01-05 06:00:00, 2025-01-05 12:00:00, 6973, 62, 0.3228240741
global, 2025-01-01 00:00:00, 2025-01-05 12:00:00, 81591, 43, 0.2098533951
1h, 2025-01-05 12:00:00, 2025-01-05 13:00:00, 1078, 103, 0.2994444444
global, 2025-01-01 00:00:00, 2025-01-05 13:00:00, 82928, 42, 0.2113353721
6h, 2025-01-05 07:00:00, 2025-01-05 13:00:00, 6790, 108, 0.3143518519
1h, 2025-01-05 13:00:00, 2025-01-05 14:00:00, 1026, 158, 0.2850000000
global, 2025-01-01 00:00:00, 2025-01-05 14:00:00, 84402, 41, 0.2131363636
6h, 2025-01-05 08:00:00, 2025-01-05 14:00:00, 6560, 162, 0.3037037037
global, 2025-01-01 00:00:00, 2025-01-05 16:00:00, 85868, 25, 0.2129662698
1h, 2025-01-05 15:00:00, 2025-01-05 16:00:00, 1016, 63, 0.2822222222
6h, 2025-01-05 09:00:00, 2025-01-05 15:00:00, 6332, 207, 0.2931481481
1h, 2025-01-05 14:00:00, 2025-01-05 15:00:00, 1013, 206, 0.2813888889
6h, 2025-01-05 10:00:00, 2025-01-05 16:00:00, 6336, 64, 0.2933333333
global, 2025-01-01 00:00:00, 2025-01-05 16:00:00, 85868, 32, 0.2129662698
6h, 2025-01-05 11:00:00, 2025-01-05 17:00:00, 6289, 131, 0.2911574074
1h, 2025-01-05 16:00:00, 2025-01-05 17:00:00, 1010, 130, 0.2805555556
global, 2025-01-01 00:00:00, 2025-01-05 17:00:00, 87201, 42, 0.2143584071
6h, 2025-01-05 12:00:00, 2025-01-05 18:00:00, 6184, 176, 0.2862962963
1h, 2025-01-05 17:00:00, 2025-01-05 18:00:00, 1041, 174, 0.2891666667
global, 2025-01-01 00:00:00, 2025-01-05 18:00:00, 88658, 22, 0.2160282651
1h, 2025-01-05 18:00:00, 2025-01-05 19:00:00, 1079, 227, 0.2997222222
6h, 2025-01-05 13:00:00, 2025-01-05 19:00:00, 6185, 228, 0.2863425926
6h, 2025-01-05 14:00:00, 2025-01-05 20:00:00, 6115, 69, 0.2831018519
1h, 2025-01-05 19:00:00, 2025-01-05 20:00:00, 956, 67, 0.2655555556
global, 2025-01-01 00:00:00, 2025-01-05 20:00:00, 89823, 47, 0.2150933908
global, 2025-01-01 00:00:00, 2025-01-05 20:00:00, 89823, 56, 0.2150933908
global, 2025-01-01 00:00:00, 2025-01-05 22:00:00, 91304, 33, 0.2149340866
6h, 2025-01-05 15:00:00, 2025-01-05 21:00:00, 5988, 154, 0.2772222222
1h, 2025-01-05 20:00:00, 2025-01-05 21:00:00, 886, 144, 0.2461111111
1h, 2025-01-05 21:00:00, 2025-01-05 22:00:00, 661, 47, 0.1836111111
6h, 2025-01-05 16:00:00, 2025-01-05 22:00:00, 5633, 57, 0.2607870370
global, 2025-01-01 00:00:00, 2025-01-05 22:00:00, 91304, 40, 0.2149340866
global, 2025-01-01 00:00:00, 2025-01-06 06:00:00, 92607, 43, 0.2041600529
6h, 2025-01-05 17:00:00, 2025-01-05 23:00:00, 5124, 174, 0.2372222222
6h, 2025-01-05 19:00:00, 2025-01-06 01:00:00, 3214, 144, 0.1487962963
