window_start, window_end, airline, num_flights, completed, cancelled, diverted, dep_delay_mean, cancellation_rate, late_departure_rate
2025-01-01 11:00:00, 2025-01-01 12:00:00, AA, 148, 148, 0, 0, 6.70, 0.00, 11.49
2025-01-01 11:00:00, 2025-01-01 12:00:00, UA, 116, 116, 0, 0, 7.85, 0.00, 18.97
2025-01-01 11:00:00, 2025-01-01 12:00:00, WN, 243, 241, 2, 0, 3.73, 0.82, 10.79
2025-01-01 11:00:00, 2025-01-01 12:00:00, DL, 182, 182, 0, 0, 0.83, 0.00, 6.59
2025-01-01 12:00:00, 2025-01-01 13:00:00, AA, 133, 132, 0, 1, 8.43, 0.00, 18.05
2025-01-01 12:00:00, 2025-01-01 13:00:00, UA, 112, 112, 0, 0, 6.54, 0.00, 15.18
2025-01-01 12:00:00, 2025-01-01 13:00:00, WN, 218, 218, 0, 0, 6.14, 0.00, 16.51
2025-01-01 12:00:00, 2025-01-01 13:00:00, DL, 142, 141, 0, 1, 4.23, 0.00, 15.49
2025-01-01 13:00:00, 2025-01-01 14:00:00, UA, 125, 123, 1, 1, 14.05, 0.80, 20.16
2025-01-01 13:00:00, 2025-01-01 14:00:00, WN, 237, 237, 0, 0, 7.84, 0.00, 18.57
2025-01-01 13:00:00, 2025-01-01 14:00:00, AA, 137, 137, 0, 0, 4.81, 0.00, 13.87
2025-01-01 13:00:00, 2025-01-01 14:00:00, DL, 111, 110, 0, 1, 6.50, 0.00, 16.22
2025-01-01 14:00:00, 2025-01-01 15:00:00, WN, 238, 238, 0, 0, 8.55, 0.00, 20.59
2025-01-01 14:00:00, 2025-01-01 15:00:00, UA, 123, 122, 0, 1, 12.89, 0.00, 19.51
2025-01-01 14:00:00, 2025-01-01 15:00:00, AA, 132, 132, 0, 0, 7.06, 0.00, 13.64
2025-01-01 14:00:00, 2025-01-01 15:00:00, DL, 123, 123, 0, 0, 6.34, 0.00, 14.63
2025-01-01 15:00:00, 2025-01-01 16:00:00, UA, 77, 76, 1, 0, 8.25, 1.30, 13.16
2025-01-01 15:00:00, 2025-01-01 16:00:00, WN, 215, 215, 0, 0, 6.95, 0.00, 18.14
2025-01-01 15:00:00, 2025-01-01 16:00:00, AA, 123, 123, 0, 0, 19.52, 0.00, 16.26
2025-01-01 15:00:00, 2025-01-01 16:00:00, DL, 128, 128, 0, 0, 6.79, 0.00, 14.06
2025-01-01 16:00:00, 2025-01-01 17:00:00, WN, 251, 251, 0, 0, 7.78, 0.00, 19.92
2025-01-01 16:00:00, 2025-01-01 17:00:00, UA, 140, 140, 0, 0, 7.98, 0.00, 15.00
2025-01-01 16:00:00, 2025-01-01 17:00:00, AA, 145, 144, 0, 1, 5.69, 0.00, 14.48
2025-01-01 16:00:00, 2025-01-01 17:00:00, DL, 92, 92, 0, 0, 8.66, 0.00, 15.22
2025-01-01 17:00:00, 2025-01-01 18:00:00, WN, 215, 215, 0, 0, 9.45, 0.00, 21.86
2025-01-01 17:00:00, 2025-01-01 18:00:00, AA, 139, 139, 0, 0, 7.18, 0.00, 19.42
2025-01-01 17:00:00, 2025-01-01 18:00:00, UA, 133, 132, 1, 0, 13.80, 0.75, 26.52
2025-01-01 17:00:00, 2025-01-01 18:00:00, DL, 132, 132, 0, 0, 4.29, 0.00, 11.36
2025-01-01 18:00:00, 2025-01-01 19:00:00, AA, 145, 145, 0, 0, 10.16, 0.00, 20.00
2025-01-01 18:00:00, 2025-01-01 19:00:00, WN, 251, 251, 0, 0, 8.63, 0.00, 22.31
2025-01-01 18:00:00, 2025-01-01 19:00:00, UA, 146, 146, 0, 0, 8.82, 0.00, 17.12
2025-01-01 18:00:00, 2025-01-01 19:00:00, DL, 83, 83, 0, 0, 5.83, 0.00, 14.46
2025-01-01 19:00:00, 2025-01-01 20:00:00, DL, 76, 76, 0, 0, -0.38, 0.00, 5.26
2025-01-01 19:00:00, 2025-01-01 20:00:00, AA, 131, 131, 0, 0, 5.15, 0.00, 18.32
2025-01-01 19:00:00, 2025-01-01 20:00:00, WN, 217, 217, 0, 0, 8.52, 0.00, 22.58
2025-01-01 19:00:00, 2025-01-01 20:00:00, UA, 104, 100, 3, 1, 12.88, 2.88, 15.84
2025-01-01 20:00:00, 2025-01-01 21:00:00, AA, 131, 131, 0, 0, 8.31, 0.00, 16.79
2025-01-01 20:00:00, 2025-01-01 21:00:00, WN, 172, 172, 0, 0, 6.33, 0.00, 14.53
2025-01-01 20:00:00, 2025-01-01 21:00:00, UA, 116, 115, 1, 0, 7.13, 0.86, 16.52
2025-01-01 20:00:00, 2025-01-01 21:00:00, DL, 51, 51, 0, 0, 8.43, 0.00, 17.65
2025-01-01 21:00:00, 2025-01-01 22:00:00, WN, 23, 23, 0, 0, 8.61, 0.00, 17.39
2025-01-01 21:00:00, 2025-01-01 22:00:00, AA, 87, 87, 0, 0, 11.89, 0.00, 19.54
2025-01-01 21:00:00, 2025-01-01 22:00:00, DL, 77, 77, 0, 0, 0.40, 0.00, 9.09
2025-01-01 21:00:00, 2025-01-01 22:00:00, UA, 57, 57, 0, 0, 6.60, 0.00, 21.05
2025-01-01 22:00:00, 2025-01-01 23:00:00, AA, 83, 83, 0, 0, 5.35, 0.00, 8.43
2025-01-01 22:00:00, 2025-01-01 23:00:00, DL, 68, 68, 0, 0, 14.16, 0.00, 11.76
2025-01-01 22:00:00, 2025-01-01 23:00:00, UA, 49, 48, 0, 1, 1.86, 0.00, 8.16
2025-01-01 23:00:00, 2025-01-02 00:00:00, AA, 34, 34, 0, 0, 1.26, 0.00, 8.82
2025-01-01 23:00:00, 2025-01-02 00:00:00, DL, 21, 21, 0, 0, -4.38, 0.00, 0.00
2025-01-01 23:00:00, 2025-01-02 00:00:00, UA, 48, 48, 0, 0, 0.90, 0.00, 10.42
2025-01-02 00:00:00, 2025-01-02 01:00:00, DL, 1, 1, 0, 0, -9.00, 0.00, 0.00
2025-01-02 00:00:00, 2025-01-02 01:00:00, AA, 16, 16, 0, 0, -0.44, 0.00, 6.25
2025-01-02 00:00:00, 2025-01-02 01:00:00, UA, 9, 9, 0, 0, 12.00, 0.00, 33.33
2025-01-02 01:00:00, 2025-01-02 02:00:00, UA, 1, 1, 0, 0, -16.00, 0.00, 0.00
2025-01-02 01:00:00, 2025-01-02 02:00:00, DL, 2, 2, 0, 0, 7.00, 0.00, 50.00
2025-01-02 01:00:00, 2025-01-02 02:00:00, AA, 2, 2, 0, 0, -8.00, 0.00, 0.00
2025-01-02 02:00:00, 2025-01-02 03:00:00, UA, 1, 1, 0, 0, -6.00, 0.00, 0.00
2025-01-02 03:00:00, 2025-01-02 04:00:00, DL, 1, 1, 0, 0, -3.00, 0.00, 0.00
2025-01-02 05:00:00, 2025-01-02 06:00:00, AA, 117, 116, 0, 1, 0.44, 0.00, 6.84
2025-01-02 05:00:00, 2025-01-02 06:00:00, DL, 59, 59, 0, 0, -2.90, 0.00, 1.69
2025-01-02 05:00:00, 2025-01-02 06:00:00, WN, 221, 221, 0, 0, -2.56, 0.00, 1.81
2025-01-02 05:00:00, 2025-01-02 06:00:00, UA, 47, 45, 2, 0, 8.20, 4.26, 8.89
2025-01-02 06:00:00, 2025-01-02 07:00:00, AA, 182, 182, 0, 0, -0.46, 0.00, 5.49
2025-01-02 06:00:00, 2025-01-02 07:00:00, UA, 136, 136, 0, 0, 2.82, 0.00, 15.44
2025-01-02 06:00:00, 2025-01-02 07:00:00, WN, 301, 300, 1, 0, 1.15, 0.33, 4.00
2025-01-02 06:00:00, 2025-01-02 07:00:00, DL, 178, 177, 0, 1, -0.60, 0.00, 6.74
2025-01-02 07:00:00, 2025-01-02 08:00:00, AA, 191, 190, 0, 1, 5.14, 0.00, 9.42
2025-01-02 07:00:00, 2025-01-02 08:00:00, UA, 182, 180, 1, 1, -0.10, 0.55, 7.18
2025-01-02 07:00:00, 2025-01-02 08:00:00, WN, 220, 214, 0, 6, -1.30, 0.00, 3.64
2025-01-02 07:00:00, 2025-01-02 08:00:00, DL, 225, 225, 0, 0, 1.04, 0.00, 8.89
2025-01-02 08:00:00, 2025-01-02 09:00:00, WN, 256, 253, 1, 2, 2.84, 0.39, 9.41
2025-01-02 08:00:00, 2025-01-02 09:00:00, AA, 183, 182, 0, 1, 5.93, 0.00, 13.11
2025-01-02 08:00:00, 2025-01-02 09:00:00, UA, 177, 173, 2, 2, 6.63, 1.13, 10.86
2025-01-02 08:00:00, 2025-01-02 09:00:00, DL, 169, 167, 0, 2, 2.20, 0.00, 8.88
2025-01-02 09:00:00, 2025-01-02 10:00:00, AA, 135, 135, 0, 0, 1.32, 0.00, 11.11
2025-01-02 09:00:00, 2025-01-02 10:00:00, WN, 240, 240, 0, 0, 7.79, 0.00, 10.42
2025-01-02 09:00:00, 2025-01-02 10:00:00, UA, 126, 126, 0, 0, 8.38, 0.00, 15.08
2025-01-02 09:00:00, 2025-01-02 10:00:00, DL, 125, 125, 0, 0, 3.52, 0.00, 14.40
2025-01-02 10:00:00, 2025-01-02 11:00:00, AA, 146, 145, 0, 1, 6.83, 0.00, 15.75
2025-01-02 10:00:00, 2025-01-02 11:00:00, UA, 111, 110, 1, 0, 5.20, 0.90, 10.91
2025-01-02 10:00:00, 2025-01-02 11:00:00, WN, 231, 229, 1, 1, 7.33, 0.43, 12.17
2025-01-02 10:00:00, 2025-01-02 11:00:00, DL, 142, 142, 0, 0, 6.78, 0.00, 16.20
2025-01-02 11:00:00, 2025-01-02 12:00:00, WN, 224, 223, 1, 0, 7.27, 0.45, 14.35
2025-01-02 11:00:00, 2025-01-02 12:00:00, AA, 159, 159, 0, 0, 3.91, 0.00, 12.58
2025-01-02 11:00:00, 2025-01-02 12:00:00, UA, 119, 117, 2, 0, 5.72, 1.68, 11.97
2025-01-02 11:00:00, 2025-01-02 12:00:00, DL, 192, 192, 0, 0, 10.75, 0.00, 15.10
2025-01-02 12:00:00, 2025-01-02 13:00:00, AA, 139, 139, 0, 0, 9.99, 0.00, 15.83
2025-01-02 12:00:00, 2025-01-02 13:00:00, WN, 256, 254, 1, 1, 10.96, 0.39, 19.61
2025-01-02 12:00:00, 2025-01-02 13:00:00, UA, 116, 116, 0, 0, 0.71, 0.00, 7.76
2025-01-02 12:00:00, 2025-01-02 13:00:00, DL, 161, 160, 1, 0, 8.91, 0.62, 19.38
2025-01-02 13:00:00, 2025-01-02 14:00:00, WN, 217, 217, 0, 0, 9.82, 0.00, 18.89
2025-01-02 13:00:00, 2025-01-02 14:00:00, AA, 151, 151, 0, 0, 19.71, 0.00, 18.54
2025-01-02 13:00:00, 2025-01-02 14:00:00, UA, 127, 126, 1, 0, 8.79, 0.79, 15.87
2025-01-02 13:00:00, 2025-01-02 14:00:00, DL, 129, 128, 1, 0, 8.91, 0.78, 16.41
2025-01-02 14:00:00, 2025-01-02 15:00:00, AA, 133, 133, 0, 0, 10.15, 0.00, 21.05
2025-01-02 14:00:00, 2025-01-02 15:00:00, WN, 226, 224, 1, 1, 12.28, 0.44, 21.78
2025-01-02 14:00:00, 2025-01-02 15:00:00, UA, 121, 120, 0, 1, 8.41, 0.00, 14.05
2025-01-02 14:00:00, 2025-01-02 15:00:00, DL, 141, 140, 1, 0, 9.92, 0.71, 17.86
2025-01-02 15:00:00, 2025-01-02 16:00:00, AA, 125, 125, 0, 0, 20.79, 0.00, 22.40
2025-01-02 15:00:00, 2025-01-02 16:00:00, UA, 76, 76, 0, 0, 10.32, 0.00, 17.11
2025-01-02 15:00:00, 2025-01-02 16:00:00, WN, 247, 247, 0, 0, 14.21, 0.00, 27.13
2025-01-02 15:00:00, 2025-01-02 16:00:00, DL, 167, 165, 1, 1, 6.55, 0.60, 18.07
2025-01-02 16:00:00, 2025-01-02 17:00:00, WN, 228, 225, 2, 1, 11.00, 0.88, 21.24
2025-01-02 16:00:00, 2025-01-02 17:00:00, AA, 155, 155, 0, 0, 11.34, 0.00, 19.35
2025-01-02 16:00:00, 2025-01-02 17:00:00, UA, 141, 139, 1, 1, 5.47, 0.71, 12.14
2025-01-02 16:00:00, 2025-01-02 17:00:00, DL, 122, 120, 1, 1, 12.66, 0.82, 25.62
2025-01-02 17:00:00, 2025-01-02 18:00:00, AA, 151, 151, 0, 0, 11.80, 0.00, 15.89
2025-01-02 17:00:00, 2025-01-02 18:00:00, WN, 212, 211, 0, 1, 11.39, 0.00, 24.06
2025-01-02 17:00:00, 2025-01-02 18:00:00, UA, 135, 135, 0, 0, 6.98, 0.00, 13.33
2025-01-02 17:00:00, 2025-01-02 18:00:00, DL, 153, 152, 0, 1, 8.83, 0.00, 18.30
2025-01-02 18:00:00, 2025-01-02 19:00:00, AA, 168, 164, 0, 4, 12.82, 0.00, 21.43
2025-01-02 18:00:00, 2025-01-02 19:00:00, UA, 147, 146, 0, 1, 11.98, 0.00, 21.77
2025-01-02 18:00:00, 2025-01-02 19:00:00, WN, 246, 241, 1, 4, 10.01, 0.41, 24.08
2025-01-02 18:00:00, 2025-01-02 19:00:00, DL, 163, 162, 0, 1, 14.94, 0.00, 19.63
2025-01-02 19:00:00, 2025-01-02 20:00:00, WN, 220, 201, 6, 13, 11.67, 2.73, 24.77
2025-01-02 19:00:00, 2025-01-02 20:00:00, AA, 152, 150, 0, 2, 10.86, 0.00, 21.71
2025-01-02 19:00:00, 2025-01-02 20:00:00, UA, 108, 101, 0, 7, 9.17, 0.00, 19.44
2025-01-02 19:00:00, 2025-01-02 20:00:00, DL, 142, 138, 0, 4, 10.34, 0.00, 24.65
2025-01-02 20:00:00, 2025-01-02 21:00:00, AA, 135, 134, 0, 1, 15.80, 0.00, 30.37
2025-01-02 20:00:00, 2025-01-02 21:00:00, WN, 282, 266, 12, 4, 11.44, 4.26, 26.67
2025-01-02 20:00:00, 2025-01-02 21:00:00, UA, 121, 117, 0, 4, 16.91, 0.00, 28.93
2025-01-02 20:00:00, 2025-01-02 21:00:00, DL, 77, 76, 0, 1, 5.45, 0.00, 23.38
2025-01-02 21:00:00, 2025-01-02 22:00:00, WN, 185, 170, 13, 2, 10.99, 7.03, 25.58
2025-01-02 21:00:00, 2025-01-02 22:00:00, AA, 96, 94, 0, 2, 24.43, 0.00, 28.13
2025-01-02 21:00:00, 2025-01-02 22:00:00, DL, 91, 90, 0, 1, 18.38, 0.00, 24.18
2025-01-02 21:00:00, 2025-01-02 22:00:00, UA, 57, 56, 0, 1, 25.30, 0.00, 26.32
2025-01-02 22:00:00, 2025-01-02 23:00:00, UA, 50, 50, 0, 0, 25.50, 0.00, 24.00
2025-01-02 22:00:00, 2025-01-02 23:00:00, AA, 91, 91, 0, 0, 24.69, 0.00, 28.57
2025-01-02 22:00:00, 2025-01-02 23:00:00, DL, 107, 107, 0, 0, 26.95, 0.00, 16.82
2025-01-02 22:00:00, 2025-01-02 23:00:00, WN, 136, 131, 4, 1, 8.75, 2.94, 19.70
2025-01-02 23:00:00, 2025-01-03 00:00:00, UA, 49, 49, 0, 0, 8.71, 0.00, 16.33
2025-01-02 23:00:00, 2025-01-03 00:00:00, DL, 36, 36, 0, 0, 4.92, 0.00, 16.67
2025-01-02 23:00:00, 2025-01-03 00:00:00, AA, 40, 40, 0, 0, 19.75, 0.00, 20.00
2025-01-03 00:00:00, 2025-01-03 01:00:00, DL, 2, 2, 0, 0, 5.00, 0.00, 50.00
2025-01-03 00:00:00, 2025-01-03 01:00:00, AA, 16, 16, 0, 0, 8.63, 0.00, 25.00
2025-01-03 00:00:00, 2025-01-03 01:00:00, UA, 9, 9, 0, 0, 18.22, 0.00, 22.22
2025-01-03 01:00:00, 2025-01-03 02:00:00, AA, 3, 3, 0, 0, -4.67, 0.00, 0.00
2025-01-03 01:00:00, 2025-01-03 02:00:00, DL, 2, 2, 0, 0, 15.00, 0.00, 50.00
2025-01-03 01:00:00, 2025-01-03 02:00:00, UA, 1, 1, 0, 0, -15.00, 0.00, 0.00
2025-01-03 02:00:00, 2025-01-03 03:00:00, UA, 1, 1, 0, 0, -8.00, 0.00, 0.00
2025-01-03 03:00:00, 2025-01-03 04:00:00, DL, 1, 1, 0, 0, -4.00, 0.00, 0.00
2025-01-03 05:00:00, 2025-01-03 06:00:00, UA, 47, 47, 0, 0, -2.87, 0.00, 0.00
2025-01-03 05:00:00, 2025-01-03 06:00:00, DL, 62, 62, 0, 0, 7.52, 0.00, 9.68
2025-01-03 05:00:00, 2025-01-03 06:00:00, WN, 185, 183, 0, 2, 0.90, 0.00, 3.24
2025-01-03 05:00:00, 2025-01-03 06:00:00, AA, 116, 116, 0, 0, 7.57, 0.00, 5.17
2025-01-03 06:00:00, 2025-01-03 07:00:00, AA, 178, 178, 0, 0, 18.59, 0.00, 13.48
2025-01-03 06:00:00, 2025-01-03 07:00:00, WN, 310, 297, 13, 0, 7.35, 4.19, 7.74
2025-01-03 06:00:00, 2025-01-03 07:00:00, DL, 176, 176, 0, 0, 4.74, 0.00, 9.66
2025-01-03 06:00:00, 2025-01-03 07:00:00, UA, 136, 136, 0, 0, 10.67, 0.00, 10.29
2025-01-03 07:00:00, 2025-01-03 08:00:00, UA, 180, 179, 0, 1, 22.28, 0.00, 21.67
2025-01-03 07:00:00, 2025-01-03 08:00:00, WN, 212, 200, 12, 0, 12.55, 5.66, 18.50
2025-01-03 07:00:00, 2025-01-03 08:00:00, AA, 196, 196, 0, 0, 14.34, 0.00, 10.20
2025-01-03 07:00:00, 2025-01-03 08:00:00, DL, 223, 223, 0, 0, 8.04, 0.00, 12.11
2025-01-03 08:00:00, 2025-01-03 09:00:00, AA, 181, 180, 0, 1, 9.06, 0.00, 10.50
2025-01-03 08:00:00, 2025-01-03 09:00:00, WN, 265, 258, 7, 0, 12.72, 2.64, 19.77
2025-01-03 08:00:00, 2025-01-03 09:00:00, UA, 178, 178, 0, 0, 7.90, 0.00, 13.48
2025-01-03 08:00:00, 2025-01-03 09:00:00, DL, 168, 168, 0, 0, 11.40, 0.00, 13.10
2025-01-03 09:00:00, 2025-01-03 10:00:00, WN, 226, 225, 0, 1, 19.70, 0.00, 26.55
2025-01-03 09:00:00, 2025-01-03 10:00:00, UA, 122, 122, 0, 0, 22.58, 0.00, 27.87
2025-01-03 09:00:00, 2025-01-03 10:00:00, AA, 135, 135, 0, 0, 10.12, 0.00, 13.33
2025-01-03 09:00:00, 2025-01-03 10:00:00, DL, 125, 125, 0, 0, 6.50, 0.00, 15.20
2025-01-03 10:00:00, 2025-01-03 11:00:00, WN, 232, 229, 1, 2, 15.35, 0.43, 22.94
2025-01-03 10:00:00, 2025-01-03 11:00:00, AA, 139, 139, 0, 0, 9.40, 0.00, 18.71
2025-01-03 10:00:00, 2025-01-03 11:00:00, UA, 109, 109, 0, 0, 13.31, 0.00, 24.77
2025-01-03 10:00:00, 2025-01-03 11:00:00, DL, 141, 141, 0, 0, 10.74, 0.00, 19.15
2025-01-03 11:00:00, 2025-01-03 12:00:00, AA, 156, 156, 0, 0, 11.37, 0.00, 16.03
2025-01-03 11:00:00, 2025-01-03 12:00:00, WN, 236, 235, 0, 1, 18.33, 0.00, 29.66
2025-01-03 11:00:00, 2025-01-03 12:00:00, UA, 119, 119, 0, 0, 23.51, 0.00, 34.45
2025-01-03 11:00:00, 2025-01-03 12:00:00, DL, 191, 191, 0, 0, 8.94, 0.00, 14.66
2025-01-03 12:00:00, 2025-01-03 13:00:00, AA, 139, 139, 0, 0, 11.12, 0.00, 27.34
2025-01-03 12:00:00, 2025-01-03 13:00:00, UA, 112, 112, 0, 0, 20.40, 0.00, 23.21
2025-01-03 12:00:00, 2025-01-03 13:00:00, WN, 236, 236, 0, 0, 21.81, 0.00, 38.14
2025-01-03 12:00:00, 2025-01-03 13:00:00, DL, 159, 159, 0, 0, 9.83, 0.00, 16.98
2025-01-03 13:00:00, 2025-01-03 14:00:00, WN, 234, 233, 1, 0, 26.06, 0.43, 36.48
2025-01-03 13:00:00, 2025-01-03 14:00:00, AA, 142, 142, 0, 0, 12.54, 0.00, 19.01
2025-01-03 13:00:00, 2025-01-03 14:00:00, UA, 127, 125, 2, 0, 23.28, 1.57, 40.00
2025-01-03 13:00:00, 2025-01-03 14:00:00, DL, 128, 128, 0, 0, 10.45, 0.00, 22.66
2025-01-03 14:00:00, 2025-01-03 15:00:00, AA, 133, 133, 0, 0, 34.62, 0.00, 29.32
2025-01-03 14:00:00, 2025-01-03 15:00:00, WN, 234, 234, 0, 0, 25.39, 0.00, 41.88
2025-01-03 14:00:00, 2025-01-03 15:00:00, UA, 121, 121, 0, 0, 25.60, 0.00, 33.88
2025-01-03 14:00:00, 2025-01-03 15:00:00, DL, 140, 140, 0, 0, 20.81, 0.00, 20.71
2025-01-03 15:00:00, 2025-01-03 16:00:00, WN, 225, 225, 0, 0, 25.84, 0.00, 40.89
2025-01-03 15:00:00, 2025-01-03 16:00:00, AA, 126, 126, 0, 0, 17.79, 0.00, 30.16
2025-01-03 15:00:00, 2025-01-03 16:00:00, UA, 74, 74, 0, 0, 19.86, 0.00, 33.78
2025-01-03 15:00:00, 2025-01-03 16:00:00, DL, 166, 166, 0, 0, 19.99, 0.00, 22.89
2025-01-03 16:00:00, 2025-01-03 17:00:00, AA, 147, 147, 0, 0, 19.07, 0.00, 29.25
2025-01-03 16:00:00, 2025-01-03 17:00:00, WN, 240, 239, 1, 0, 27.36, 0.42, 46.86
2025-01-03 16:00:00, 2025-01-03 17:00:00, UA, 142, 140, 0, 2, 23.77, 0.00, 34.51
2025-01-03 16:00:00, 2025-01-03 17:00:00, DL, 119, 119, 0, 0, 18.40, 0.00, 23.53
2025-01-03 17:00:00, 2025-01-03 18:00:00, AA, 141, 141, 0, 0, 13.36, 0.00, 25.53
2025-01-03 17:00:00, 2025-01-03 18:00:00, UA, 131, 130, 1, 0, 22.51, 0.76, 35.38
2025-01-03 17:00:00, 2025-01-03 18:00:00, WN, 241, 241, 0, 0, 27.72, 0.00, 45.64
2025-01-03 17:00:00, 2025-01-03 18:00:00, DL, 153, 153, 0, 0, 9.73, 0.00, 17.65
2025-01-03 18:00:00, 2025-01-03 19:00:00, WN, 230, 229, 1, 0, 31.14, 0.43, 48.91
2025-01-03 18:00:00, 2025-01-03 19:00:00, AA, 154, 153, 0, 1, 19.62, 0.00, 29.22
2025-01-03 18:00:00, 2025-01-03 19:00:00, UA, 147, 146, 1, 0, 20.42, 0.68, 32.19
2025-01-03 18:00:00, 2025-01-03 19:00:00, DL, 164, 164, 0, 0, 13.20, 0.00, 21.95
2025-01-03 19:00:00, 2025-01-03 20:00:00, AA, 138, 138, 0, 0, 20.07, 0.00, 32.61
2025-01-03 19:00:00, 2025-01-03 20:00:00, WN, 227, 226, 0, 1, 29.43, 0.00, 54.19
2025-01-03 19:00:00, 2025-01-03 20:00:00, UA, 108, 108, 0, 0, 15.59, 0.00, 33.33
2025-01-03 19:00:00, 2025-01-03 20:00:00, DL, 138, 138, 0, 0, 13.18, 0.00, 28.26
2025-01-03 20:00:00, 2025-01-03 21:00:00, WN, 289, 284, 2, 3, 30.73, 0.69, 52.26
2025-01-03 20:00:00, 2025-01-03 21:00:00, AA, 132, 132, 0, 0, 13.77, 0.00, 26.52
2025-01-03 20:00:00, 2025-01-03 21:00:00, DL, 77, 77, 0, 0, 17.43, 0.00, 32.47
2025-01-03 20:00:00, 2025-01-03 21:00:00, UA, 117, 116, 1, 0, 22.23, 0.85, 37.07
2025-01-03 21:00:00, 2025-01-03 22:00:00, UA, 58, 58, 0, 0, 17.88, 0.00, 32.76
2025-01-03 21:00:00, 2025-01-03 22:00:00, WN, 132, 132, 0, 0, 30.96, 0.00, 53.79
2025-01-03 21:00:00, 2025-01-03 22:00:00, AA, 86, 86, 0, 0, 16.70, 0.00, 29.07
2025-01-03 21:00:00, 2025-01-03 22:00:00, DL, 91, 91, 0, 0, 15.68, 0.00, 29.67
2025-01-03 22:00:00, 2025-01-03 23:00:00, AA, 86, 86, 0, 0, 14.48, 0.00, 29.07
2025-01-03 22:00:00, 2025-01-03 23:00:00, DL, 107, 107, 0, 0, 5.25, 0.00, 21.50
