timestamp_epoch,timestamp_iso,job_id,source_records_out_per_sec,filter_records_out_per_sec,source_busy_ms_per_sec,source_backpressure_ms_per_sec,source_idle_ms_per_sec,window_records_in_per_sec,window_records_out_per_sec,sink_csv_records_in_per_sec,window_busy_ms_per_sec,window_backpressure_ms_per_sec,window_idle_ms_per_sec
1782935877,2026-07-01T19:57:57Z,20fdaefb6612cb0025cec07d15381258,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0,1000.0000,0.0000,0.0000
1782935882,2026-07-01T19:58:02Z,20fdaefb6612cb0025cec07d15381258,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0,1000.0000,0.0000,0.0000
1782935888,2026-07-01T19:58:08Z,20fdaefb6612cb0025cec07d15381258,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0,0.0000,0.0000,1000.0000
1782935894,2026-07-01T19:58:14Z,20fdaefb6612cb0025cec07d15381258,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0,0.0000,0.0000,1000.0000
1782935899,2026-07-01T19:58:19Z,20fdaefb6612cb0025cec07d15381258,1024.5333,604.3000,0.0000,0.0000,1000.0000,1202.9000,22.0000,0.0,0.0000,0.0000,1000.0000
1782935905,2026-07-01T19:58:25Z,20fdaefb6612cb0025cec07d15381258,1024.5333,604.3000,0.0000,0.0000,1000.0000,1202.9000,22.0000,0.0,0.0000,0.0000,1000.0000
1782935911,2026-07-01T19:58:31Z,20fdaefb6612cb0025cec07d15381258,3237.0500,1900.8667,0.0000,0.0000,1000.0000,3810.4500,72.2500,0.0,0.0000,0.0000,1000.0000
1782935916,2026-07-01T19:58:36Z,20fdaefb6612cb0025cec07d15381258,3237.0500,1900.8667,0.0000,0.0000,1000.0000,3810.4500,72.2500,0.0,0.0000,0.0000,1000.0000
1782935922,2026-07-01T19:58:42Z,20fdaefb6612cb0025cec07d15381258,4653.4333,2738.6167,0.0000,0.0000,1000.0000,5496.6500,106.4167,0.0,0.0000,0.0000,1000.0000
1782935928,2026-07-01T19:58:48Z,20fdaefb6612cb0025cec07d15381258,4653.4333,2738.6167,0.0000,0.0000,1000.0000,5496.6500,106.4167,0.0,0.0000,0.0000,1000.0000
1782935933,2026-07-01T19:58:53Z,20fdaefb6612cb0025cec07d15381258,6104.0500,3597.8000,0.0000,0.0000,1000.0000,7213.3667,139.8333,0.0,0.0000,0.0000,1000.0000
1782935939,2026-07-01T19:58:59Z,20fdaefb6612cb0025cec07d15381258,6104.0500,3597.8000,0.0000,0.0000,1000.0000,7213.3667,139.8333,0.0,0.0000,0.0000,1000.0000
