window_type, window_start, trigger_ts, num_flights, latency_ms, throughput_rps
global, 2025-01-01 00:00:00, 2025-01-01 06:00:00, 1230, 33, 0.0569444444
global, 2025-01-01 00:00:00, 2025-01-01 06:00:00, 1230, 36, 0.0569444444
global, 2025-01-01 00:00:00, 2025-01-01 06:00:00, 1230, 34, 0.0569444444
global, 2025-01-01 00:00:00, 2025-01-01 06:00:00, 1230, 33, 0.0569444444
global, 2025-01-01 00:00:00, 2025-01-01 06:00:00, 1230, 25, 0.0569444444
global, 2025-01-01 00:00:00, 2025-01-01 06:00:00, 1230, 35, 0.0569444444
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 2139, 32, 0.0848809524
6h, 2025-01-01 01:00:00, 2025-01-01 07:00:00, 1459, 169, 0.0675462963
6h, 2025-01-01 02:00:00, 2025-01-01 08:00:00, 2514, 165, 0.1163888889
global, 2025-01-01 00:00:00, 2025-01-01 08:00:00, 3308, 25, 0.1148611111
1h, 2025-01-01 07:00:00, 2025-01-01 08:00:00, 1063, 164, 0.2952777778
6h, 2025-01-01 03:00:00, 2025-01-01 09:00:00, 3676, 123, 0.1701851852
1h, 2025-01-01 08:00:00, 2025-01-01 09:00:00, 1168, 122, 0.3244444444
global, 2025-01-01 00:00:00, 2025-01-01 09:00:00, 4105, 34, 0.1266975309
1h, 2025-01-01 09:00:00, 2025-01-01 10:00:00, 992, 140, 0.2755555556
global, 2025-01-01 00:00:00, 2025-01-01 10:00:00, 5588, 39, 0.1552222222
6h, 2025-01-01 04:00:00, 2025-01-01 10:00:00, 4664, 155, 0.2159259259
6h, 2025-01-01 05:00:00, 2025-01-01 11:00:00, 5677, 205, 0.2628240741
global, 2025-01-01 00:00:00, 2025-01-01 12:00:00, 6907, 30, 0.1598842593
1h, 2025-01-01 10:00:00, 2025-01-01 11:00:00, 1016, 202, 0.2822222222
1h, 2025-01-01 11:00:00, 2025-01-01 12:00:00, 1148, 220, 0.3188888889
1h, 2025-01-01 12:00:00, 2025-01-01 13:00:00, 1043, 93, 0.2897222222
6h, 2025-01-01 07:00:00, 2025-01-01 13:00:00, 6430, 97, 0.2976851852
global, 2025-01-01 00:00:00, 2025-01-01 13:00:00, 8563, 23, 0.1829700855
6h, 2025-01-01 06:00:00, 2025-01-01 12:00:00, 6425, 222, 0.2974537037
global, 2025-01-01 00:00:00, 2025-01-01 13:00:00, 8563, 21, 0.1829700855
1h, 2025-01-01 13:00:00, 2025-01-01 14:00:00, 1023, 160, 0.2841666667
global, 2025-01-01 00:00:00, 2025-01-01 14:00:00, 9776, 28, 0.1939682540
6h, 2025-01-01 08:00:00, 2025-01-01 14:00:00, 6390, 163, 0.2958333333
global, 2025-01-01 00:00:00, 2025-01-01 16:00:00, 11136, 41, 0.1933333333
6h, 2025-01-01 09:00:00, 2025-01-01 15:00:00, 6277, 192, 0.2906018519
6h, 2025-01-01 10:00:00, 2025-01-01 16:00:00, 6244, 61, 0.2890740741
global, 2025-01-01 00:00:00, 2025-01-01 16:00:00, 11136, 40, 0.1933333333
1h, 2025-01-01 14:00:00, 2025-01-01 15:00:00, 1055, 190, 0.2930555556
1h, 2025-01-01 15:00:00, 2025-01-01 16:00:00, 959, 56, 0.2663888889
6h, 2025-01-01 11:00:00, 2025-01-01 17:00:00, 6271, 102, 0.2903240741
global, 2025-01-01 00:00:00, 2025-01-01 17:00:00, 12446, 34, 0.2033660131
1h, 2025-01-01 16:00:00, 2025-01-01 17:00:00, 1043, 102, 0.2897222222
global, 2025-01-01 00:00:00, 2025-01-01 18:00:00, 14060, 22, 0.2169753086
1h, 2025-01-01 17:00:00, 2025-01-01 18:00:00, 1034, 145, 0.2872222222
6h, 2025-01-01 12:00:00, 2025-01-01 18:00:00, 6157, 146, 0.2850462963
global, 2025-01-01 00:00:00, 2025-01-01 21:00:00, 15820, 27, 0.2092592593
1h, 2025-01-01 18:00:00, 2025-01-01 19:00:00, 1046, 226, 0.2905555556
6h, 2025-01-01 13:00:00, 2025-01-01 19:00:00, 6160, 227, 0.2851851852
global, 2025-01-01 00:00:00, 2025-01-01 21:00:00, 15820, 25, 0.2092592593
6h, 2025-01-01 14:00:00, 2025-01-01 20:00:00, 6025, 123, 0.2789351852
1h, 2025-01-01 19:00:00, 2025-01-01 20:00:00, 888, 122, 0.2466666667
1h, 2025-01-01 22:00:00, 2025-01-01 23:00:00, 362, 131, 0.1005555556
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17419, 24, 0.1668486590
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17419, 26, 0.1668486590
1h, 2025-01-01 21:00:00, 2025-01-01 22:00:00, 482, 173, 0.1338888889
6h, 2025-01-01 15:00:00, 2025-01-01 21:00:00, 5767, 232, 0.2669907407
6h, 2025-01-01 17:00:00, 2025-01-01 23:00:00, 4609, 132, 0.2133796296
6h, 2025-01-01 19:00:00, 2025-01-02 01:00:00, 2731, 111, 0.1264351852
6h, 2025-01-01 21:00:00, 2025-01-02 03:00:00, 1064, 110, 0.0492592593
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17419, 22, 0.1668486590
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17419, 25, 0.1668486590
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17419, 27, 0.1668486590
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17419, 29, 0.1668486590
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17419, 32, 0.1668486590
6h, 2025-01-01 16:00:00, 2025-01-01 22:00:00, 5290, 174, 0.2449074074
6h, 2025-01-01 18:00:00, 2025-01-02 00:00:00, 3739, 116, 0.1731018519
6h, 2025-01-01 20:00:00, 2025-01-02 02:00:00, 1855, 110, 0.0858796296
6h, 2025-01-01 22:00:00, 2025-01-02 04:00:00, 587, 109, 0.0271759259
1h, 2025-01-01 20:00:00, 2025-01-01 21:00:00, 797, 231, 0.2213888889
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17419, 28, 0.1668486590
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17419, 30, 0.1668486590
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 18771, 31, 0.1738055556
1h, 2025-01-02 06:00:00, 2025-01-02 07:00:00, 1326, 216, 0.3683333333
6h, 2025-01-02 01:00:00, 2025-01-02 07:00:00, 2063, 216, 0.0955092593
global, 2025-01-01 00:00:00, 2025-01-02 07:00:00, 20115, 34, 0.1802419355
1h, 2025-01-02 07:00:00, 2025-01-02 08:00:00, 1328, 223, 0.3688888889
6h, 2025-01-02 03:00:00, 2025-01-02 09:00:00, 4659, 81, 0.2156944444
global, 2025-01-01 00:00:00, 2025-01-02 09:00:00, 21855, 43, 0.1839646465
6h, 2025-01-02 02:00:00, 2025-01-02 08:00:00, 3379, 224, 0.1564351852
global, 2025-01-01 00:00:00, 2025-01-02 09:00:00, 21855, 42, 0.1839646465
1h, 2025-01-02 08:00:00, 2025-01-02 09:00:00, 1286, 80, 0.3572222222
global, 2025-01-01 00:00:00, 2025-01-02 10:00:00, 23483, 26, 0.1918545752
1h, 2025-01-02 09:00:00, 2025-01-02 10:00:00, 1066, 147, 0.2961111111
6h, 2025-01-02 04:00:00, 2025-01-02 10:00:00, 5720, 147, 0.2648148148
6h, 2025-01-02 05:00:00, 2025-01-02 11:00:00, 6833, 197, 0.3163425926
1h, 2025-01-02 10:00:00, 2025-01-02 11:00:00, 1117, 197, 0.3102777778
global, 2025-01-01 00:00:00, 2025-01-02 12:00:00, 25029, 27, 0.1931250000
6h, 2025-01-02 06:00:00, 2025-01-02 12:00:00, 7311, 45, 0.3384722222
1h, 2025-01-02 11:00:00, 2025-01-02 12:00:00, 1188, 44, 0.3300000000
global, 2025-01-01 00:00:00, 2025-01-02 12:00:00, 25029, 29, 0.1931250000
1h, 2025-01-02 12:00:00, 2025-01-02 13:00:00, 1152, 86, 0.3200000000
6h, 2025-01-02 07:00:00, 2025-01-02 13:00:00, 7137, 87, 0.3304166667
global, 2025-01-01 00:00:00, 2025-01-02 13:00:00, 26544, 24, 0.1992792793
1h, 2025-01-02 13:00:00, 2025-01-02 14:00:00, 1074, 141, 0.2983333333
6h, 2025-01-02 08:00:00, 2025-01-02 14:00:00, 6883, 141, 0.3186574074
global, 2025-01-01 00:00:00, 2025-01-02 15:00:00, 28188, 21, 0.2007692308
1h, 2025-01-02 15:00:00, 2025-01-02 16:00:00, 1109, 120, 0.3080555556
1h, 2025-01-02 14:00:00, 2025-01-02 15:00:00, 1094, 236, 0.3038888889
6h, 2025-01-02 09:00:00, 2025-01-02 15:00:00, 6691, 236, 0.3097685185
global, 2025-01-01 00:00:00, 2025-01-02 16:00:00, 30156, 26, 0.2094166667
6h, 2025-01-02 10:00:00, 2025-01-02 16:00:00, 6734, 121, 0.3117592593
global, 2025-01-01 00:00:00, 2025-01-02 16:00:00, 30156, 28, 0.2094166667
1h, 2025-01-02 16:00:00, 2025-01-02 17:00:00, 1105, 197, 0.3069444444
1h, 2025-01-02 17:00:00, 2025-01-02 18:00:00, 1137, 48, 0.3158333333
6h, 2025-01-02 11:00:00, 2025-01-02 17:00:00, 6722, 198, 0.3112037037
global, 2025-01-01 00:00:00, 2025-01-02 18:00:00, 31765, 22, 0.2100859788
6h, 2025-01-02 12:00:00, 2025-01-02 18:00:00, 6671, 49, 0.3088425926
global, 2025-01-01 00:00:00, 2025-01-02 18:00:00, 31765, 25, 0.2100859788
1h, 2025-01-02 18:00:00, 2025-01-02 19:00:00, 1209, 107, 0.3358333333
6h, 2025-01-02 13:00:00, 2025-01-02 19:00:00, 6728, 108, 0.3114814815
global, 2025-01-01 00:00:00, 2025-01-02 19:00:00, 33350, 30, 0.2154392765
1h, 2025-01-02 20:00:00, 2025-01-02 21:00:00, 960, 52, 0.2666666667
6h, 2025-01-02 15:00:00, 2025-01-02 21:00:00, 6546, 53, 0.3030555556
global, 2025-01-01 00:00:00, 2025-01-02 21:00:00, 34887, 31, 0.2153518519
6h, 2025-01-02 14:00:00, 2025-01-02 20:00:00, 6680, 181, 0.3092592593
1h, 2025-01-02 19:00:00, 2025-01-02 20:00:00, 1026, 181, 0.2850000000
global, 2025-01-01 00:00:00, 2025-01-02 21:00:00, 34887, 28, 0.2153518519
1h, 2025-01-02 21:00:00, 2025-01-02 22:00:00, 717, 135, 0.1991666667
1h, 2025-01-02 22:00:00, 2025-01-02 23:00:00, 569, 62, 0.1580555556
6h, 2025-01-02 17:00:00, 2025-01-02 23:00:00, 5618, 64, 0.2600925926
