window_type, window_start, trigger_ts, num_flights, latency_ms, throughput_rps
global, 2025-01-01 00:00:00, 2025-01-01 08:00:00, 3043, 34, 0.1056597222
global, 2025-01-01 00:00:00, 2025-01-01 08:00:00, 3043, 59, 0.1056597222
global, 2025-01-01 00:00:00, 2025-01-01 08:00:00, 3043, 55, 0.1056597222
1h, 2025-01-01 07:00:00, 2025-01-01 08:00:00, 1063, 165, 0.2952777778
6h, 2025-01-01 02:00:00, 2025-01-01 08:00:00, 2514, 188, 0.1163888889
6h, 2025-01-01 01:00:00, 2025-01-01 07:00:00, 1459, 407, 0.0675462963
6h, 2025-01-01 03:00:00, 2025-01-01 09:00:00, 3676, 259, 0.1701851852
global, 2025-01-01 00:00:00, 2025-01-01 10:00:00, 4769, 26, 0.1324722222
1h, 2025-01-01 08:00:00, 2025-01-01 09:00:00, 1168, 263, 0.3244444444
6h, 2025-01-01 05:00:00, 2025-01-01 11:00:00, 5677, 64, 0.2628240741
global, 2025-01-01 00:00:00, 2025-01-01 11:00:00, 5954, 25, 0.1503535354
6h, 2025-01-01 04:00:00, 2025-01-01 10:00:00, 4664, 228, 0.2159259259
1h, 2025-01-01 10:00:00, 2025-01-01 11:00:00, 1016, 65, 0.2822222222
1h, 2025-01-01 09:00:00, 2025-01-01 10:00:00, 992, 232, 0.2755555556
global, 2025-01-01 00:00:00, 2025-01-01 12:00:00, 7103, 52, 0.1644212963
global, 2025-01-01 00:00:00, 2025-01-01 12:00:00, 7103, 47, 0.1644212963
6h, 2025-01-01 06:00:00, 2025-01-01 12:00:00, 6425, 72, 0.2974537037
1h, 2025-01-01 11:00:00, 2025-01-01 12:00:00, 1148, 75, 0.3188888889
1h, 2025-01-01 12:00:00, 2025-01-01 13:00:00, 1043, 117, 0.2897222222
6h, 2025-01-01 07:00:00, 2025-01-01 13:00:00, 6430, 119, 0.2976851852
global, 2025-01-01 00:00:00, 2025-01-01 13:00:00, 8522, 27, 0.1820940171
global, 2025-01-01 00:00:00, 2025-01-01 14:00:00, 9648, 37, 0.1914285714
1h, 2025-01-01 13:00:00, 2025-01-01 14:00:00, 1023, 161, 0.2841666667
6h, 2025-01-01 08:00:00, 2025-01-01 14:00:00, 6390, 157, 0.2958333333
6h, 2025-01-01 09:00:00, 2025-01-01 15:00:00, 6277, 165, 0.2906018519
global, 2025-01-01 00:00:00, 2025-01-01 15:00:00, 10713, 41, 0.1983888889
1h, 2025-01-01 14:00:00, 2025-01-01 15:00:00, 1055, 176, 0.2930555556
global, 2025-01-01 00:00:00, 2025-01-01 16:00:00, 11918, 33, 0.2069097222
1h, 2025-01-01 15:00:00, 2025-01-01 16:00:00, 959, 202, 0.2663888889
6h, 2025-01-01 10:00:00, 2025-01-01 16:00:00, 6244, 191, 0.2890740741
6h, 2025-01-01 11:00:00, 2025-01-01 17:00:00, 6271, 205, 0.2903240741
global, 2025-01-01 00:00:00, 2025-01-01 18:00:00, 13466, 28, 0.2078086420
global, 2025-01-01 00:00:00, 2025-01-01 18:00:00, 13466, 27, 0.2078086420
1h, 2025-01-01 16:00:00, 2025-01-01 17:00:00, 1043, 216, 0.2897222222
6h, 2025-01-01 12:00:00, 2025-01-01 18:00:00, 6157, 71, 0.2850462963
1h, 2025-01-01 17:00:00, 2025-01-01 18:00:00, 1034, 81, 0.2872222222
6h, 2025-01-01 13:00:00, 2025-01-01 19:00:00, 6160, 134, 0.2851851852
global, 2025-01-01 00:00:00, 2025-01-01 19:00:00, 14733, 31, 0.2153947368
1h, 2025-01-01 18:00:00, 2025-01-01 19:00:00, 1046, 146, 0.2905555556
6h, 2025-01-01 15:00:00, 2025-01-01 21:00:00, 5767, 47, 0.2669907407
global, 2025-01-01 00:00:00, 2025-01-01 21:00:00, 15920, 20, 0.2105820106
global, 2025-01-01 00:00:00, 2025-01-01 21:00:00, 15920, 24, 0.2105820106
1h, 2025-01-01 20:00:00, 2025-01-01 21:00:00, 797, 46, 0.2213888889
6h, 2025-01-01 14:00:00, 2025-01-01 20:00:00, 6025, 177, 0.2789351852
1h, 2025-01-01 19:00:00, 2025-01-01 20:00:00, 888, 177, 0.2466666667
6h, 2025-01-01 17:00:00, 2025-01-01 23:00:00, 4609, 111, 0.2133796296
6h, 2025-01-01 19:00:00, 2025-01-02 01:00:00, 2731, 77, 0.1264351852
6h, 2025-01-01 21:00:00, 2025-01-02 03:00:00, 1064, 71, 0.0492592593
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17026, 35, 0.1630842912
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17026, 41, 0.1630842912
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17026, 46, 0.1630842912
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17026, 50, 0.1630842912
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17026, 40, 0.1630842912
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17026, 43, 0.1630842912
global, 2025-01-01 00:00:00, 2025-01-02 05:00:00, 17026, 47, 0.1630842912
6h, 2025-01-01 16:00:00, 2025-01-01 22:00:00, 5290, 160, 0.2449074074
6h, 2025-01-01 18:00:00, 2025-01-02 00:00:00, 3739, 81, 0.1731018519
6h, 2025-01-01 20:00:00, 2025-01-02 02:00:00, 1855, 72, 0.0858796296
6h, 2025-01-01 22:00:00, 2025-01-02 04:00:00, 587, 71, 0.0271759259
1h, 2025-01-01 21:00:00, 2025-01-01 22:00:00, 482, 172, 0.1338888889
1h, 2025-01-01 22:00:00, 2025-01-01 23:00:00, 362, 122, 0.1005555556
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 18038, 33, 0.1670185185
global, 2025-01-01 00:00:00, 2025-01-02 07:00:00, 19143, 31, 0.1715322581
6h, 2025-01-02 01:00:00, 2025-01-02 07:00:00, 2063, 271, 0.0955092593
global, 2025-01-01 00:00:00, 2025-01-02 08:00:00, 20613, 44, 0.1789322917
global, 2025-01-01 00:00:00, 2025-01-02 08:00:00, 20613, 42, 0.1789322917
6h, 2025-01-02 02:00:00, 2025-01-02 08:00:00, 3379, 82, 0.1564351852
1h, 2025-01-02 06:00:00, 2025-01-02 07:00:00, 1326, 282, 0.3683333333
1h, 2025-01-02 07:00:00, 2025-01-02 08:00:00, 1328, 93, 0.3688888889
6h, 2025-01-02 03:00:00, 2025-01-02 09:00:00, 4659, 108, 0.2156944444
global, 2025-01-01 00:00:00, 2025-01-02 09:00:00, 21999, 36, 0.1851767677
1h, 2025-01-02 08:00:00, 2025-01-02 09:00:00, 1286, 119, 0.3572222222
global, 2025-01-01 00:00:00, 2025-01-02 10:00:00, 23286, 40, 0.1902450980
1h, 2025-01-02 09:00:00, 2025-01-02 10:00:00, 1066, 145, 0.2961111111
6h, 2025-01-02 04:00:00, 2025-01-02 10:00:00, 5720, 134, 0.2648148148
6h, 2025-01-02 05:00:00, 2025-01-02 11:00:00, 6833, 171, 0.3163425926
global, 2025-01-01 00:00:00, 2025-01-02 11:00:00, 24822, 39, 0.1970000000
1h, 2025-01-02 10:00:00, 2025-01-02 11:00:00, 1117, 182, 0.3102777778
6h, 2025-01-02 07:00:00, 2025-01-02 13:00:00, 7137, 65, 0.3304166667
