timestamp_epoch,timestamp_iso,job_id,source_records_out_per_sec,filter_records_out_per_sec,source_busy_ms_per_sec,source_backpressure_ms_per_sec,source_idle_ms_per_sec,win1h_records_in_per_sec,win1h_records_out_per_sec,win1h_busy_ms_per_sec,win1h_backpressure_ms_per_sec,win1h_idle_ms_per_sec,win6h_records_in_per_sec,win6h_records_out_per_sec,win6h_busy_ms_per_sec,win6h_backpressure_ms_per_sec,win6h_idle_ms_per_sec,winglobal_records_in_per_sec,winglobal_records_out_per_sec,winglobal_busy_ms_per_sec,winglobal_backpressure_ms_per_sec,winglobal_idle_ms_per_sec
1783025894,2026-07-02T20:58:14Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0,0.0,1000.0,0,0,0.0,0.0,1000.0,0,0,0.0,0.0,1000.0,0,0
1783025900,2026-07-02T20:58:20Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0,0.0,1000.0,0,0,0.0,0.0,1000.0,0,0,0.0,0.0,1000.0,0,0
1783025905,2026-07-02T20:58:25Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,0.0000,3.0000,0.0000,1000.0000,0.0,0.0,0.0,0,1000,0.0,0.0,0.0,0,1000,0.0,0.0,0.0,0,1000
1783025911,2026-07-02T20:58:31Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,0.0000,3.0000,0.0000,1000.0000,0.0,0.0,0.0,0,1000,0.0,0.0,0.0,0,1000,0.0,0.0,0.0,0,1000
1783025916,2026-07-02T20:58:36Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,765.8167,0.0000,0.0000,1000.0000,1033.0333333333333,6.116666666666666,0.0,0,1000,1033.0333333333333,11.433333333333334,0.0,0,1000,1033.0333333333333,12.833333333333334,0.0,0,1000
1783025922,2026-07-02T20:58:42Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,765.8167,0.0000,0.0000,1000.0000,1033.0333333333333,6.116666666666666,0.0,0,1000,1033.0333333333333,11.433333333333334,0.0,0,1000,1033.0333333333333,12.833333333333334,0.0,0,1000
1783025927,2026-07-02T20:58:47Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,1948.2667,0.0000,0.0000,1000.0000,2223.4666666666667,13.4,0.0,0,1000,2222.95,26.166666666666668,0.0,0,1000,2223.4666666666667,29.333333333333332,0.0,0,1000
1783025933,2026-07-02T20:58:53Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,1948.2667,0.0000,0.0000,1000.0000,2223.4666666666667,13.4,0.0,0,1000,2222.95,26.166666666666668,0.0,0,1000,2223.4666666666667,29.333333333333332,0.0,0,1000
1783025938,2026-07-02T20:58:58Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,3750.6000,0.0000,0.0000,1000.0000,3386.0,20.45,0.0,0,1000,3384.05,41.36666666666667,0.0,0,1000,3387.1666666666665,46.666666666666664,16.0,0,984
1783025944,2026-07-02T20:59:04Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,3750.6000,0.0000,0.0000,1000.0000,3386.0,20.45,0.0,0,1000,3384.05,41.36666666666667,0.0,0,1000,3387.1666666666665,46.666666666666664,16.0,0,984
1783025949,2026-07-02T20:59:09Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,5008.5500,0.0000,0.0000,1000.0000,4633.95,27.283333333333335,0.0,0,1000,4636.266666666666,56.833333333333336,0.0,0,1000,4633.95,64.83333333333333,47.0,0,953
1783025955,2026-07-02T20:59:15Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,5008.5500,0.0000,0.0000,1000.0000,4633.95,27.283333333333335,0.0,0,1000,4636.266666666666,56.833333333333336,0.0,0,1000,4633.95,64.83333333333333,47.0,0,953
1783025961,2026-07-02T20:59:21Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,6173.6500,41.0000,0.0000,1000.0000,6442.2,37.81666666666667,0.0,0,1000,6442.116666666667,79.11666666666666,0.0,0,1000,6442.2,90.5,106.0,0,894
1783025966,2026-07-02T20:59:26Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,6173.6500,41.0000,0.0000,1000.0000,6442.2,37.81666666666667,0.0,0,1000,6442.116666666667,79.11666666666666,0.0,0,1000,6442.2,90.5,106.0,0,894
1783025972,2026-07-02T20:59:32Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,7222.7667,36.0000,0.0000,1000.0000,7242.633333333333,43.083333333333336,7.0,0,993,7242.95,90.28333333333333,17.0,0,983,7242.616666666667,103.33333333333333,176.0,0,824
1783025977,2026-07-02T20:59:37Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,7222.7667,36.0000,0.0000,1000.0000,7242.633333333333,43.083333333333336,7.0,0,993,7242.95,90.28333333333333,17.0,0,983,7242.616666666667,103.33333333333333,176.0,0,824
1783025983,2026-07-02T20:59:43Z,f33a4b8cfaeae16a16fcb9f9c5d77649,0.0000,7283.9833,35.0000,0.0000,1000.0000,7309.783333333334,42.56666666666667,6.0,0,994,7309.783333333334,91.11666666666666,16.0,0,984,7309.783333333334,105.33333333333333,220.0,0,780
