window_type, window_start, trigger_ts, num_flights, latency_ms, throughput_rps
6h, 2025-01-01 01:00:00, 2025-01-01 07:00:00, 1459, 135, 0.0675462963
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1915, 58, 0.0759920635
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1915, 178, 0.0759920635
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1915, 186, 0.0759920635
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1915, 193, 0.0759920635
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1915, 200, 0.0759920635
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1915, 207, 0.0759920635
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1915, 214, 0.0759920635
global, 2025-01-01 00:00:00, 2025-01-01 08:00:00, 3184, 18, 0.1105555556
6h, 2025-01-01 02:00:00, 2025-01-01 08:00:00, 2514, 135, 0.1163888889
1h, 2025-01-01 07:00:00, 2025-01-01 08:00:00, 1063, 135, 0.2952777778
global, 2025-01-01 00:00:00, 2025-01-01 09:00:00, 4550, 22, 0.1404320988
1h, 2025-01-01 08:00:00, 2025-01-01 09:00:00, 1168, 136, 0.3244444444
6h, 2025-01-01 03:00:00, 2025-01-01 09:00:00, 3676, 137, 0.1701851852
global, 2025-01-01 00:00:00, 2025-01-01 11:00:00, 5804, 49, 0.1465656566
6h, 2025-01-01 04:00:00, 2025-01-01 10:00:00, 4664, 203, 0.2159259259
1h, 2025-01-01 09:00:00, 2025-01-01 10:00:00, 992, 199, 0.2755555556
1h, 2025-01-01 10:00:00, 2025-01-01 11:00:00, 1016, 290, 0.2822222222
6h, 2025-01-01 05:00:00, 2025-01-01 11:00:00, 5677, 290, 0.2628240741
global, 2025-01-01 00:00:00, 2025-01-01 11:00:00, 6066, 231, 0.1531818182
6h, 2025-01-01 06:00:00, 2025-01-01 12:00:00, 6425, 208, 0.2974537037
6h, 2025-01-01 07:00:00, 2025-01-01 13:00:00, 6430, 62, 0.2976851852
1h, 2025-01-01 11:00:00, 2025-01-01 12:00:00, 1148, 206, 0.3188888889
1h, 2025-01-01 12:00:00, 2025-01-01 13:00:00, 1043, 56, 0.2897222222
global, 2025-01-01 00:00:00, 2025-01-01 13:00:00, 8068, 17, 0.1723931624
6h, 2025-01-01 08:00:00, 2025-01-01 14:00:00, 6390, 97, 0.2958333333
1h, 2025-01-01 13:00:00, 2025-01-01 14:00:00, 1023, 95, 0.2841666667
global, 2025-01-01 00:00:00, 2025-01-01 14:00:00, 9552, 26, 0.1895238095
global, 2025-01-01 00:00:00, 2025-01-01 14:00:00, 9552, 53, 0.1895238095
1h, 2025-01-01 14:00:00, 2025-01-01 15:00:00, 1055, 145, 0.2930555556
6h, 2025-01-01 09:00:00, 2025-01-01 15:00:00, 6277, 148, 0.2906018519
global, 2025-01-01 00:00:00, 2025-01-01 15:00:00, 10860, 17, 0.2011111111
6h, 2025-01-01 10:00:00, 2025-01-01 16:00:00, 6244, 192, 0.2890740741
global, 2025-01-01 00:00:00, 2025-01-01 16:00:00, 11926, 20, 0.2070486111
1h, 2025-01-01 15:00:00, 2025-01-01 16:00:00, 959, 189, 0.2663888889
6h, 2025-01-01 11:00:00, 2025-01-01 17:00:00, 6271, 199, 0.2903240741
global, 2025-01-01 00:00:00, 2025-01-01 18:00:00, 13117, 23, 0.2024228395
1h, 2025-01-01 16:00:00, 2025-01-01 17:00:00, 1043, 198, 0.2897222222
global, 2025-01-01 00:00:00, 2025-01-01 20:00:00, 14972, 20, 0.2079444444
global, 2025-01-01 00:00:00, 2025-01-01 20:00:00, 14972, 50, 0.2079444444
6h, 2025-01-01 12:00:00, 2025-01-01 18:00:00, 6157, 233, 0.2850462963
6h, 2025-01-01 13:00:00, 2025-01-01 19:00:00, 6160, 134, 0.2851851852
1h, 2025-01-01 17:00:00, 2025-01-01 18:00:00, 1034, 231, 0.2872222222
1h, 2025-01-01 18:00:00, 2025-01-01 19:00:00, 1046, 129, 0.2905555556
global, 2025-01-01 00:00:00, 2025-01-01 23:00:00, 16661, 12, 0.2012198068
global, 2025-01-01 00:00:00, 2025-01-01 23:00:00, 16661, 32, 0.2012198068
global, 2025-01-01 00:00:00, 2025-01-01 23:00:00, 16661, 51, 0.2012198068
global, 2025-01-01 00:00:00, 2025-01-01 23:00:00, 16661, 64, 0.2012198068
6h, 2025-01-01 14:00:00, 2025-01-01 20:00:00, 6025, 220, 0.2789351852
6h, 2025-01-01 15:00:00, 2025-01-01 21:00:00, 5767, 141, 0.2669907407
6h, 2025-01-01 16:00:00, 2025-01-01 22:00:00, 5290, 108, 0.2449074074
6h, 2025-01-01 17:00:00, 2025-01-01 23:00:00, 4609, 82, 0.2133796296
1h, 2025-01-01 19:00:00, 2025-01-01 20:00:00, 888, 219, 0.2466666667
1h, 2025-01-01 20:00:00, 2025-01-01 21:00:00, 797, 130, 0.2213888889
1h, 2025-01-01 21:00:00, 2025-01-01 22:00:00, 482, 92, 0.1338888889
1h, 2025-01-01 22:00:00, 2025-01-01 23:00:00, 362, 69, 0.1005555556
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17817, 11, 0.1649722222
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17817, 24, 0.1649722222
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17817, 39, 0.1649722222
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17817, 52, 0.1649722222
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17817, 60, 0.1649722222
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 17817, 72, 0.1649722222
6h, 2025-01-01 18:00:00, 2025-01-02 00:00:00, 3739, 192, 0.1731018519
6h, 2025-01-01 19:00:00, 2025-01-02 01:00:00, 2731, 196, 0.1264351852
6h, 2025-01-01 20:00:00, 2025-01-02 02:00:00, 1855, 210, 0.0858796296
6h, 2025-01-01 21:00:00, 2025-01-02 03:00:00, 1064, 228, 0.0492592593
6h, 2025-01-01 22:00:00, 2025-01-02 04:00:00, 587, 248, 0.0271759259
global, 2025-01-01 00:00:00, 2025-01-02 07:00:00, 19326, 14, 0.1731720430
global, 2025-01-01 00:00:00, 2025-01-02 07:00:00, 19326, 35, 0.1731720430
6h, 2025-01-02 01:00:00, 2025-01-02 07:00:00, 2063, 63, 0.0955092593
1h, 2025-01-02 06:00:00, 2025-01-02 07:00:00, 1326, 62, 0.3683333333
global, 2025-01-01 00:00:00, 2025-01-02 08:00:00, 20841, 16, 0.1809114583
6h, 2025-01-02 02:00:00, 2025-01-02 08:00:00, 3379, 89, 0.1564351852
1h, 2025-01-02 07:00:00, 2025-01-02 08:00:00, 1328, 88, 0.3688888889
global, 2025-01-01 00:00:00, 2025-01-02 10:00:00, 22600, 17, 0.1846405229
6h, 2025-01-02 03:00:00, 2025-01-02 09:00:00, 4659, 138, 0.2156944444
1h, 2025-01-02 08:00:00, 2025-01-02 09:00:00, 1286, 137, 0.3572222222
global, 2025-01-01 00:00:00, 2025-01-02 11:00:00, 24234, 13, 0.1923333333
global, 2025-01-01 00:00:00, 2025-01-02 11:00:00, 24234, 32, 0.1923333333
6h, 2025-01-02 04:00:00, 2025-01-02 10:00:00, 5720, 221, 0.2648148148
6h, 2025-01-02 05:00:00, 2025-01-02 11:00:00, 6833, 92, 0.3163425926
1h, 2025-01-02 09:00:00, 2025-01-02 10:00:00, 1066, 220, 0.2961111111
1h, 2025-01-02 10:00:00, 2025-01-02 11:00:00, 1117, 78, 0.3102777778
6h, 2025-01-02 06:00:00, 2025-01-02 12:00:00, 7311, 133, 0.3384722222
global, 2025-01-01 00:00:00, 2025-01-02 12:00:00, 25984, 14, 0.2004938272
1h, 2025-01-02 11:00:00, 2025-01-02 12:00:00, 1188, 132, 0.3300000000
global, 2025-01-01 00:00:00, 2025-01-02 14:00:00, 27703, 18, 0.2025073099
global, 2025-01-01 00:00:00, 2025-01-02 14:00:00, 27703, 33, 0.2025073099
6h, 2025-01-02 07:00:00, 2025-01-02 13:00:00, 7137, 209, 0.3304166667
6h, 2025-01-02 08:00:00, 2025-01-02 14:00:00, 6883, 103, 0.3186574074
1h, 2025-01-02 12:00:00, 2025-01-02 13:00:00, 1152, 208, 0.3200000000
1h, 2025-01-02 13:00:00, 2025-01-02 14:00:00, 1074, 95, 0.2983333333
global, 2025-01-01 00:00:00, 2025-01-02 16:00:00, 29435, 11, 0.2044097222
global, 2025-01-01 00:00:00, 2025-01-02 16:00:00, 29435, 27, 0.2044097222
1h, 2025-01-02 14:00:00, 2025-01-02 15:00:00, 1094, 152, 0.3038888889
1h, 2025-01-02 15:00:00, 2025-01-02 16:00:00, 1109, 39, 0.3080555556
6h, 2025-01-02 09:00:00, 2025-01-02 15:00:00, 6691, 153, 0.3097685185
6h, 2025-01-02 10:00:00, 2025-01-02 16:00:00, 6734, 42, 0.3117592593
6h, 2025-01-02 11:00:00, 2025-01-02 17:00:00, 6722, 102, 0.3112037037
1h, 2025-01-02 16:00:00, 2025-01-02 17:00:00, 1105, 101, 0.3069444444
global, 2025-01-01 00:00:00, 2025-01-02 17:00:00, 31182, 14, 0.2112601626
6h, 2025-01-02 12:00:00, 2025-01-02 18:00:00, 6671, 168, 0.3088425926
6h, 2025-01-02 13:00:00, 2025-01-02 19:00:00, 6728, 63, 0.3114814815
1h, 2025-01-02 17:00:00, 2025-01-02 18:00:00, 1137, 168, 0.3158333333
