timestamp_epoch,timestamp_iso,job_id,source_records_out_per_sec,filter_records_out_per_sec,source_busy_ms_per_sec,source_backpressure_ms_per_sec,source_idle_ms_per_sec,window_records_in_per_sec,window_records_out_per_sec,sink_csv_records_in_per_sec,window_busy_ms_per_sec,window_backpressure_ms_per_sec,window_idle_ms_per_sec
1782933470,2026-07-01T19:17:50Z,822cdf95df3326efcafd4d2c8e74ec4e,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0,1000.0000,0.0000,0.0000
1782933476,2026-07-01T19:17:56Z,822cdf95df3326efcafd4d2c8e74ec4e,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000,0.0,1000.0000,0.0000,0.0000
1782933482,2026-07-01T19:18:02Z,822cdf95df3326efcafd4d2c8e74ec4e,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0,0.0000,0.0000,1000.0000
1782933487,2026-07-01T19:18:07Z,822cdf95df3326efcafd4d2c8e74ec4e,0.0000,0.0000,0.0000,0.0000,1000.0000,0.0000,0.0000,0.0,0.0000,0.0000,1000.0000
1782933493,2026-07-01T19:18:13Z,822cdf95df3326efcafd4d2c8e74ec4e,1262.9667,743.0000,0.0000,0.0000,1000.0000,1502.6333,10.8000,0.0,0.0000,0.0000,1000.0000
1782933499,2026-07-01T19:18:19Z,822cdf95df3326efcafd4d2c8e74ec4e,1262.9667,743.0000,0.0000,0.0000,1000.0000,1502.6333,10.8000,0.0,0.0000,0.0000,1000.0000
1782933504,2026-07-01T19:18:24Z,822cdf95df3326efcafd4d2c8e74ec4e,2705.1167,1589.8500,0.0000,0.0000,1000.0000,3225.8667,23.8000,0.0,0.0000,0.0000,1000.0000
1782933510,2026-07-01T19:18:30Z,822cdf95df3326efcafd4d2c8e74ec4e,2705.1167,1589.8500,0.0000,0.0000,1000.0000,3225.8667,23.8000,0.0,0.0000,0.0000,1000.0000
1782933516,2026-07-01T19:18:36Z,822cdf95df3326efcafd4d2c8e74ec4e,4948.8833,2912.0167,0.0000,0.0000,1000.0000,5906.0333,45.0333,0.0,0.0000,0.0000,1000.0000
1782933521,2026-07-01T19:18:41Z,822cdf95df3326efcafd4d2c8e74ec4e,4948.8833,2912.0167,0.0000,0.0000,1000.0000,5906.0333,45.0333,0.0,0.0000,0.0000,1000.0000
1782933527,2026-07-01T19:18:47Z,822cdf95df3326efcafd4d2c8e74ec4e,6405.1833,3781.4000,0.0000,0.0000,1000.0000,7671.8667,59.0000,0.0,0.0000,0.0000,1000.0000
1782933532,2026-07-01T19:18:52Z,822cdf95df3326efcafd4d2c8e74ec4e,6405.1833,3781.4000,0.0000,0.0000,1000.0000,7671.8667,59.0000,0.0,0.0000,0.0000,1000.0000
1782933538,2026-07-01T19:18:58Z,822cdf95df3326efcafd4d2c8e74ec4e,7892.0000,4650.6000,29.0000,0.0000,971.0000,9445.4333,73.1000,0.0,54.0000,0.0000,946.0000
1782933544,2026-07-01T19:19:04Z,822cdf95df3326efcafd4d2c8e74ec4e,7892.0000,4650.6000,29.0000,0.0000,971.0000,9445.4333,73.1000,0.0,54.0000,0.0000,946.0000
1782933549,2026-07-01T19:19:09Z,822cdf95df3326efcafd4d2c8e74ec4e,8857.4500,5229.4667,29.0000,0.0000,971.0000,10626.1333,82.6667,0.0,75.0000,0.0000,925.0000
1782933555,2026-07-01T19:19:15Z,822cdf95df3326efcafd4d2c8e74ec4e,8857.4500,5229.4667,29.0000,0.0000,971.0000,10626.1333,82.6667,0.0,75.0000,0.0000,925.0000
1782933561,2026-07-01T19:19:21Z,822cdf95df3326efcafd4d2c8e74ec4e,8909.8833,5268.9167,30.0000,0.0000,970.0000,10707.9333,84.3333,0.0,75.0000,0.0000,925.0000
1782933566,2026-07-01T19:19:26Z,822cdf95df3326efcafd4d2c8e74ec4e,8909.8833,5268.9167,30.0000,0.0000,970.0000,10707.9333,84.3333,0.0,75.0000,0.0000,925.0000
1782933572,2026-07-01T19:19:32Z,822cdf95df3326efcafd4d2c8e74ec4e,8861.9000,5249.3833,29.0000,0.0000,971.0000,10659.4333,82.3333,0.0,72.0000,0.0000,928.0000
1782933578,2026-07-01T19:19:38Z,822cdf95df3326efcafd4d2c8e74ec4e,8861.9000,5249.3833,29.0000,0.0000,971.0000,10659.4333,82.3333,0.0,72.0000,0.0000,928.0000
1782933583,2026-07-01T19:19:43Z,822cdf95df3326efcafd4d2c8e74ec4e,8866.7500,5259.4000,29.0000,0.0000,971.0000,10675.4000,81.7333,0.0,71.0000,0.0000,929.0000
1782933589,2026-07-01T19:19:49Z,822cdf95df3326efcafd4d2c8e74ec4e,8866.7500,5259.4000,29.0000,0.0000,971.0000,10675.4000,81.7333,0.0,71.0000,0.0000,929.0000
1782933595,2026-07-01T19:19:55Z,822cdf95df3326efcafd4d2c8e74ec4e,8880.9000,5255.4000,29.0000,0.0000,971.0000,10680.1333,81.2000,0.0,73.0000,0.0000,927.0000
1782933600,2026-07-01T19:20:00Z,822cdf95df3326efcafd4d2c8e74ec4e,8880.9000,5255.4000,29.0000,0.0000,971.0000,10680.1333,81.2000,0.0,73.0000,0.0000,927.0000
1782933606,2026-07-01T19:20:06Z,822cdf95df3326efcafd4d2c8e74ec4e,8807.8833,5207.1167,28.0000,0.0000,972.0000,10575.0000,79.0333,0.0,73.0000,0.0000,927.0000
1782933611,2026-07-01T19:20:11Z,822cdf95df3326efcafd4d2c8e74ec4e,8807.8833,5207.1167,28.0000,0.0000,972.0000,10575.0000,79.0333,0.0,73.0000,0.0000,927.0000
1782933617,2026-07-01T19:20:17Z,822cdf95df3326efcafd4d2c8e74ec4e,8798.6833,5197.9833,27.0000,0.0000,973.0000,10552.2667,78.4333,0.0,74.0000,0.0000,926.0000
1782933623,2026-07-01T19:20:23Z,822cdf95df3326efcafd4d2c8e74ec4e,8798.6833,5197.9833,27.0000,0.0000,973.0000,10552.2667,78.4333,0.0,74.0000,0.0000,926.0000
1782933628,2026-07-01T19:20:28Z,822cdf95df3326efcafd4d2c8e74ec4e,8785.0000,5193.1500,27.0000,0.0000,973.0000,10535.5333,76.7333,0.0,73.0000,0.0000,927.0000
1782933634,2026-07-01T19:20:34Z,822cdf95df3326efcafd4d2c8e74ec4e,8785.0000,5193.1500,27.0000,0.0000,973.0000,10535.5333,76.7333,0.0,73.0000,0.0000,927.0000
1782933640,2026-07-01T19:20:40Z,822cdf95df3326efcafd4d2c8e74ec4e,8797.5000,5207.8833,27.0000,0.0000,973.0000,10568.2000,75.7667,0.0,71.0000,0.0000,929.0000
1782933645,2026-07-01T19:20:45Z,822cdf95df3326efcafd4d2c8e74ec4e,8797.5000,5207.8833,27.0000,0.0000,973.0000,10568.2000,75.7667,0.0,71.0000,0.0000,929.0000
1782933651,2026-07-01T19:20:51Z,822cdf95df3326efcafd4d2c8e74ec4e,8754.1833,5184.3500,28.0000,0.0000,972.0000,10514.3333,74.3667,0.0,68.0000,0.0000,932.0000
1782933657,2026-07-01T19:20:57Z,822cdf95df3326efcafd4d2c8e74ec4e,8754.1833,5184.3500,28.0000,0.0000,972.0000,10514.3333,74.3667,0.0,68.0000,0.0000,932.0000
1782933662,2026-07-01T19:21:02Z,822cdf95df3326efcafd4d2c8e74ec4e,8825.5167,5235.4333,28.0000,0.0000,972.0000,10621.7000,74.5333,0.0,68.0000,0.0000,932.0000
1782933668,2026-07-01T19:21:08Z,822cdf95df3326efcafd4d2c8e74ec4e,8825.5167,5235.4333,28.0000,0.0000,972.0000,10621.7000,74.5333,0.0,68.0000,0.0000,932.0000
