window_type, window_start, trigger_ts, num_flights, latency_ms, throughput_rps
global, 2025-01-01 00:00:00, 2025-01-01 07:00:00, 1643, 242, 0.0651984127
1h, 2025-01-01 07:00:00, 2025-01-01 08:00:00, 1063, 198, 0.2952777778
6h, 2025-01-01 02:00:00, 2025-01-01 08:00:00, 2514, 218, 0.1163888889
global, 2025-01-01 00:00:00, 2025-01-01 08:00:00, 3294, 36, 0.1143750000
global, 2025-01-01 00:00:00, 2025-01-01 08:00:00, 3294, 38, 0.1143750000
6h, 2025-01-01 01:00:00, 2025-01-01 07:00:00, 1459, 475, 0.0675462963
1h, 2025-01-01 08:00:00, 2025-01-01 09:00:00, 1168, 131, 0.3244444444
6h, 2025-01-01 03:00:00, 2025-01-01 09:00:00, 3676, 141, 0.1701851852
global, 2025-01-01 00:00:00, 2025-01-01 09:00:00, 4260, 40, 0.1314814815
1h, 2025-01-01 09:00:00, 2025-01-01 10:00:00, 992, 135, 0.2755555556
6h, 2025-01-01 04:00:00, 2025-01-01 10:00:00, 4664, 146, 0.2159259259
global, 2025-01-01 00:00:00, 2025-01-01 10:00:00, 5409, 25, 0.1502500000
1h, 2025-01-01 10:00:00, 2025-01-01 11:00:00, 1016, 148, 0.2822222222
6h, 2025-01-01 05:00:00, 2025-01-01 11:00:00, 5677, 158, 0.2628240741
global, 2025-01-01 00:00:00, 2025-01-01 11:00:00, 6499, 41, 0.1641161616
1h, 2025-01-01 11:00:00, 2025-01-01 12:00:00, 1148, 172, 0.3188888889
6h, 2025-01-01 06:00:00, 2025-01-01 12:00:00, 6425, 183, 0.2974537037
global, 2025-01-01 00:00:00, 2025-01-01 12:00:00, 7847, 32, 0.1816435185
1h, 2025-01-01 13:00:00, 2025-01-01 14:00:00, 1023, 50, 0.2841666667
1h, 2025-01-01 12:00:00, 2025-01-01 13:00:00, 1043, 201, 0.2897222222
6h, 2025-01-01 07:00:00, 2025-01-01 13:00:00, 6430, 212, 0.2976851852
6h, 2025-01-01 08:00:00, 2025-01-01 14:00:00, 6390, 64, 0.2958333333
global, 2025-01-01 00:00:00, 2025-01-01 14:00:00, 9238, 27, 0.1832936508
global, 2025-01-01 00:00:00, 2025-01-01 14:00:00, 9238, 31, 0.1832936508
1h, 2025-01-01 14:00:00, 2025-01-01 15:00:00, 1055, 84, 0.2930555556
6h, 2025-01-01 09:00:00, 2025-01-01 15:00:00, 6277, 95, 0.2906018519
global, 2025-01-01 00:00:00, 2025-01-01 15:00:00, 10514, 35, 0.1947037037
1h, 2025-01-01 15:00:00, 2025-01-01 16:00:00, 959, 152, 0.2663888889
6h, 2025-01-01 10:00:00, 2025-01-01 16:00:00, 6244, 163, 0.2890740741
global, 2025-01-01 00:00:00, 2025-01-01 17:00:00, 12021, 25, 0.1964215686
1h, 2025-01-01 16:00:00, 2025-01-01 17:00:00, 1043, 210, 0.2897222222
1h, 2025-01-01 17:00:00, 2025-01-01 18:00:00, 1034, 56, 0.2872222222
6h, 2025-01-01 11:00:00, 2025-01-01 17:00:00, 6271, 219, 0.2903240741
6h, 2025-01-01 12:00:00, 2025-01-01 18:00:00, 6157, 67, 0.2850462963
global, 2025-01-01 00:00:00, 2025-01-01 18:00:00, 13388, 30, 0.2066049383
global, 2025-01-01 00:00:00, 2025-01-01 18:00:00, 13388, 31, 0.2066049383
1h, 2025-01-01 18:00:00, 2025-01-01 19:00:00, 1046, 103, 0.2905555556
6h, 2025-01-01 13:00:00, 2025-01-01 19:00:00, 6160, 112, 0.2851851852
1h, 2025-01-01 19:00:00, 2025-01-01 20:00:00, 888, 199, 0.2466666667
1h, 2025-01-01 20:00:00, 2025-01-01 21:00:00, 797, 106, 0.2213888889
global, 2025-01-01 00:00:00, 2025-01-01 19:00:00, 14797, 34, 0.2163304094
1h, 2025-01-01 21:00:00, 2025-01-01 22:00:00, 482, 53, 0.1338888889
global, 2025-01-01 00:00:00, 2025-01-01 22:00:00, 16545, 39, 0.2089015152
global, 2025-01-01 00:00:00, 2025-01-01 22:00:00, 16545, 41, 0.2089015152
global, 2025-01-01 00:00:00, 2025-01-01 22:00:00, 16545, 47, 0.2089015152
6h, 2025-01-01 14:00:00, 2025-01-01 20:00:00, 6025, 209, 0.2789351852
6h, 2025-01-01 15:00:00, 2025-01-01 21:00:00, 5767, 117, 0.2669907407
6h, 2025-01-01 16:00:00, 2025-01-01 22:00:00, 5290, 65, 0.2449074074
1h, 2025-01-01 22:00:00, 2025-01-01 23:00:00, 362, 216, 0.1005555556
6h, 2025-01-01 17:00:00, 2025-01-01 23:00:00, 4609, 226, 0.2133796296
6h, 2025-01-01 18:00:00, 2025-01-02 00:00:00, 3739, 209, 0.1731018519
6h, 2025-01-01 19:00:00, 2025-01-02 01:00:00, 2731, 205, 0.1264351852
6h, 2025-01-01 20:00:00, 2025-01-02 02:00:00, 1855, 204, 0.0858796296
6h, 2025-01-01 21:00:00, 2025-01-02 03:00:00, 1064, 203, 0.0492592593
6h, 2025-01-01 22:00:00, 2025-01-02 04:00:00, 587, 200, 0.0271759259
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 18015, 50, 0.1668055556
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 18015, 51, 0.1668055556
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 18015, 53, 0.1668055556
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 18015, 54, 0.1668055556
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 18015, 55, 0.1668055556
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 18015, 57, 0.1668055556
global, 2025-01-01 00:00:00, 2025-01-02 06:00:00, 18015, 58, 0.1668055556
1h, 2025-01-02 06:00:00, 2025-01-02 07:00:00, 1326, 101, 0.3683333333
6h, 2025-01-02 01:00:00, 2025-01-02 07:00:00, 2063, 115, 0.0955092593
1h, 2025-01-02 07:00:00, 2025-01-02 08:00:00, 1328, 120, 0.3688888889
global, 2025-01-01 00:00:00, 2025-01-02 07:00:00, 19566, 22, 0.1753225806
global, 2025-01-01 00:00:00, 2025-01-02 07:00:00, 19566, 24, 0.1753225806
6h, 2025-01-02 02:00:00, 2025-01-02 08:00:00, 3379, 129, 0.1564351852
